"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"23","First Municipal Assembly of Kathmandu Municipality [1977]","        This album contains the photographs of the first Municipal Assembly of Kathmandu Municipality in 1977. The album includes Mayors of Kathmandu Municipality and some leaders.                                                          View images from this file (36)                                    ","EAP166/1/1/23","36 TIFF images","Photograph","File","NA","NA","1977","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_23/1.jp2/full/!600,300/0/default.jpg"
"24","Political leaders of Nepal [1977]","        Photographs of political leaders, authors and notable persons from various sectors. Some of the photographs in this album also contain some family members of Madanmani Dixit.                                                          View images from this file (36)                                    ","EAP166/1/1/24","36 TIFF images","Photograph","File","NA","NA","1977","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_24/1.jp2/full/!600,300/0/default.jpg"
"25","Popular Faces of Nepal [1978]","        This album consists of the photographs of some popular faces of Nepal. The people in this album consists of leaders, journalists and Government officers. This album also contain some family photographs of Madanmani Dixit.                                                          View images from this file (35)                                    ","EAP166/1/1/25","35 TIFF images","Photograph","File","NA","NA","1978","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_25/1.jp2/full/!600,300/0/default.jpg"
"26","Communist Party Meeting and Krishna Pranami group [1978]","        This album consists of the photographs of Tole meeting of Communist Party which was addressed by Dr. Kesharjung Rayamaghi and Madanmani Dixit. This album also contain some photographs of Krishna Pranami group and some traditional houses of Kathmandu as well as some photographs of the streets.                                                          View images from this file (39)                                    ","EAP166/1/1/26","39 TIFF images","Photograph","File","NA","NA","1978","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_26/1.jp2/full/!600,300/0/default.jpg"
"27","""Chitradhar Hridya, Newari Poet and family member of Madanmani Dixit [1978]""","        This album contains the photographs of Chitradhar Hridya who is a Newari Poet and various persons. Most of the photographs are Unidentified to the photographer himself. There are some photographs of the family members of Madanmani Dixit himself.                                                          View images from this file (24)                                    ","EAP166/1/1/27","24 TIFF images","Photograph","File","NA","NA","1978","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_27/1.jp2/full/!600,300/0/default.jpg"
"28","""Nagrika Abhinandan Samaroha for Prime Minister of India of that time, Late Moraji Desai [1978]""","        This album contains photographs of foreign friends of Madanmani Dixit, and Nagrik Abhinandan of former Indian Prime Minister Mr. Moraji Desai organized by Kathmandu Municipality.                                                          View images from this file (34)                                    ","EAP166/1/1/28","34 TIFF images","Photograph","File","NA","NA","1978","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_28/1.jp2/full/!600,300/0/default.jpg"
"29","Wedding ceremony of Kamodmani's Sister-in-law [1978]","        The photographs of this album were taken during Kamodmani Dixit’s sister-in-law’s wedding ceremony. The photographs show some of the rituals of the traditional Hindu wedding.                                                          View images from this file (29)                                    ","EAP166/1/1/29","29 TIFF images","Photograph","File","NA","NA","1978","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_29/1.jp2/full/!600,300/0/default.jpg"
"30","Refugee Camp in Bangai village of [1971]","        Photographs of Refugee Camp in Bangai village of 1971. The photographs capture the different activities of the Refugees in the camp. Some of the photographs in this album also contain some family members of Madanmani Dixit.                                                          View images from this file (37)                                    ","EAP166/1/1/30","37 TIFF images","Photograph","File","NA","NA","1971","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_30/1.jp2/full/!600,300/0/default.jpg"
"31","Communist Party Mass meeting in Tudikhel [1979]","        This album consists of the photographs of the Mass meeting organized by Nepal Communist Party in Tudhikhel. Leaders of communist party like Dr. Kesher Jung Rayamajhi, Bishnu Bahadur Manandhar, Shyad Kamar Shah and other leaders can be seen in the gathering.                                                          View images from this file (33)                                    ","EAP166/1/1/31","33 TIFF images","Photograph","File","NA","NA","1979","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_31/1.jp2/full/!600,300/0/default.jpg"
"32","Foreigner's visit to a construction site and political leaders [1979]","        This album covers a variety of subjects. Few initial photographs consists of foreign guests visiting some construction sites of Nepal. Some of the photographs of this album contain portraits of Nepalese leaders and some contain pictures of family members of Madanmani Dixit.                                                          View images from this file (37)                                    ","EAP166/1/1/32","37 TIFF images","Photograph","File","NA","NA","1979","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_32/1.jp2/full/!600,300/0/default.jpg"
"33","""Poetess, Authors and Politicians [1981]""","        The photographs of this album contain portraits of some poetess, authors and political leaders of that time. However, some of the faces are Unidentified.                                                          View images from this file (29)                                    ","EAP166/1/1/33","29 TIFF images","Photograph","File","NA","NA","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_33/1.jp2/full/!600,300/0/default.jpg"
"34","Uttam Kunwar and B.P. Koirala [1981]","        This album consists of the photographs of B. P. Koirala, 1st elected prime minister of Nepal in the residence of Uttam Kunwar. This album contain photographs of family and friends of Uttam Kunwar with Koirala.                                                          View images from this file (35)                                    ","EAP166/1/1/34","35 TIFF images","Photograph","File","NA","NA","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_34/1.jp2/full/!600,300/0/default.jpg"
"35","State funeral of Balkrishna Sama [1981]","        The album includes the pictures of the state funeral of Balkrishna Sama. BalKrishna Sama is acknowledged as Shakespeare of Nepal because of his contribution in the Nepali drama.                                                          View images from this file (36)                                    ","EAP166/1/1/35","36 TIFF images","Photograph","File","NA","NA","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_35/1.jp2/full/!600,300/0/default.jpg"
"36","Dilliraman Regmi [1981]","        This album consists of the portraits of Dilliraman Regmi, politician and some family photographs of Madanmani Dixit.                                                          View images from this file (30)                                    ","EAP166/1/1/36","30 TIFF images","Photograph","File","NA","NA","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_36/1.jp2/full/!600,300/0/default.jpg"
"37","General Assembly of Nepali Congress [1957-2003]","        This album consists of the photographs taken during the General Assembly of Nepali Congress at the residence of Ganeshman Singh, Chaksibari.. Distinguished leader of Nepali congress and some other parties can be seen in the photographs.                                                          View images from this file (39)                                    ","EAP166/1/1/37","39 TIFF images","Photograph","File","NA","NA","1957-2003","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_37/1.jp2/full/!600,300/0/default.jpg"
"38","General Assembly of Nepali Congress. [1982]","        This albums contains the photographs of General Assembly of Nepali Congress held on 21 July 1982 at residence of Ganeshman Singh. The same album contain some pictures of Madanmani Dixit’s grandchildren in the Zoo.                                                          View images from this file (38)                                    ","EAP166/1/1/38","38 TIFF images","Photograph","File","NA","NA","1982","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_38/1.jp2/full/!600,300/0/default.jpg"
"39","Kedarman Bethita [1982]","        This album consists of the photographs of Kedarman Bethita. The photographs were taken during an interview with poet Bethita.                                                          View images from this file (24)                                    ","EAP166/1/1/39","24 TIFF images","Photograph","File","NA","NA","1982","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_39/1.jp2/full/!600,300/0/default.jpg"
"40","Protest against price hike [1982]","        This album contains the photographs of various events such as Protest against price hike, wedding ceremony and Vratabandha ceremony.                                                          View images from this file (38)                                    ","EAP166/1/1/40","38 TIFF images","Photograph","File","NA","NA","1982","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_40/1.jp2/full/!600,300/0/default.jpg"
"41","Dashain [1982]","        This album consists of the photographs of Madanmani's family taking Tika during Dashain. The same album also contain some photographs taken in Pokhara containing some beautiful views of Mt. Machapuchre.                                                          View images from this file (37)                                    ","EAP166/1/1/41","37 TIFF images","Photograph","File","NA","NA","1982","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_41/1.jp2/full/!600,300/0/default.jpg"
"42","People from various places of Nepal [1982]","        This album consists of photographs from various areas. Some of the photographs of this album consist of portraits of Haribansha Acharya, humor artist, some journalists, rural women and some mining site. This album has presented the life of rural poor people of Nepal.                                                          View images from this file (36)                                    ","EAP166/1/1/42","36 TIFF images","Photograph","File","NA","NA","1982","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_42/1.jp2/full/!600,300/0/default.jpg"
"43","Blood donation programme at Kalikastathan organized by HimalayanVoice Club [1983]","        This album consists of the photographs of Blood donation programme at Kalikastathan organized by Himalayan Voice Club. This album also contains some people whose name are currently unremembered and pages of some ancient hand written text containing government stamp.                                                          View images from this file (35)                                    ","EAP166/1/1/43","35 TIFF images","NA","File","NA","9 Oct 2007","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_43/1.jp2/full/!600,300/0/default.jpg","Blood donation programme at Kalikastathan organized by HimalayanVoice Club [1983]"
"44","Poetry conference at Kedarman Vyathit’s residence [1984]","        Kedarman Vyathit, renowned litterateur of Nepal, used to organize poetry conference in his residence. This album contains the photographs of Nepalese poets from different parts of the country and some poets and poetess from India. The same album contains the portraits of the photographer himself.                                                          View images from this file (35)                                    ","EAP166/1/1/44","35 TIFF images","Photograph","File","NA","NA","1984","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_44/1.jp2/full/!600,300/0/default.jpg"
"45","Family Photographs of Madanmani Dixit [1984]","        This album consists of the family members of Madanmani Dixit. Some of the photographs are unremembered by photographer while listing.                                                          View images from this file (14)                                    ","EAP166/1/1/45","14 TIFF images","Photograph","File","NA","NA","1984","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_45/1.jp2/full/!600,300/0/default.jpg"
"46","Some famous authors [1985]","        This album contain the portraits of some famous persons like Birendra Keshari, author, former government officer and human rights activist with his family; portraits Giriraj Acharya, the author and some unknown persons.                                                          View images from this file (25)                                    ","EAP166/1/1/46","25 TIFF images","Photograph","File","NA","NA","1985","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_46/1.jp2/full/!600,300/0/default.jpg"
"47","Portraits of Tanka Prasad Acharya [1986]","        This album consists of the portraits of Tanka Prasad Acharya, former Prime Minister of Nepal and founder member of Nepal Praja Parishad. The same album also contains photographs of family of Madanmani’s family visit to Pokhara.                                                          View images from this file (31)                                    ","EAP166/1/1/47","31 TIFF images","Photograph","File","NA","NA","1986","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_47/1.jp2/full/!600,300/0/default.jpg"
"48","Daily Life of Kathmandu and Madanmani's family [1986]","        This album consists of photographs from various fields. Some of the initial photographs consists of the family members of Madanmani in Suryavinayak. Some of the photographs were taken in the streets of Kathmandu valley which represents the life at that period. Similarly, the same album contains photographs of some political leaders.                                                          View images from this file (27)                                    ","EAP166/1/1/48","27 TIFF images","Photograph","File","NA","NA","1986","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_48/1.jp2/full/!600,300/0/default.jpg"
"49","Authors and Poets Conference in the City Hall [1986]","        The photographs of this album were taken during the conference of poets and authors in the city hall of Kathmandu. Authors from various fields including personalities from University were present on that occasion.                                                          View images from this file (35)                                    ","EAP166/1/1/49","35 TIFF images","Photograph","File","NA","NA","1986","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_49/1.jp2/full/!600,300/0/default.jpg"
"50","Authors Conference [1986]","        The photographs of this album was taken during the Authors Conference in Dillibazzar at 1986. Many of the poets and authors of Nepal can be seen in this album. Some of the photographs also show the general life of people and market.                                                          View images from this file (28)                                    ","EAP166/1/1/50","28 TIFF images","Photograph","File","NA","NA","1986","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_50/1.jp2/full/!600,300/0/default.jpg"
"51","Rastriya Panchayat Sadasya election [1986]","        The photographs of this album were taken during the Rastriya Panchayat Sadasya election of 1986 AD.                                                          View images from this file (36)                                    ","EAP166/1/1/51","36 TIFF images","Photograph","File","NA","NA","1986","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_51/1.jp2/full/!600,300/0/default.jpg"
"52","Kathmandu City [1987]","        The photographs of this album contain the picture of Kathmandu valley in the late 80s. The photographer has captured the daily life activities and streets of Kathmandu Valley.                                                          View images from this file (30)                                    ","EAP166/1/1/52","30 TIFF images","Photograph","File","NA","NA","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_52/1.jp2/full/!600,300/0/default.jpg"
"53","Poetry conference at the residence of Kedarman Bethita [1987]","        This album consists of the photographs of the Poets and Poetess gathered for the poetry conference in the residence of famous poet Kedarman Bethita. Authors and poets like Abhi Subedi, Madanmani Dixit and various other poets and poetess can be seen on this occasion.                                                          View images from this file (38)                                    ","EAP166/1/1/53","38 TIFF images","Photograph","File","NA","NA","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_53/1.jp2/full/!600,300/0/default.jpg"
"54","Chitwan National Park [1987]","        This album contains the photographs of Madanmani's visit to Chitwan. Most of the photographs contain the view of Chitwan National Park, one of world heritage sites in Nepal. The same album contain some photographs of grandchildren of Madanmani Dixit. From Celluloid 35mm colour negatives.                                                          View images from this file (36)                                    ","EAP166/1/1/54","36 TIFF images","Photograph","File","NA","NA","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_54/1.jp2/full/!600,300/0/default.jpg"
"55","Kedarman Vyathit in Dharan [1987]","        This album consists of the photographs of poetry conference organized in Dharan, eastern part of Nepal. The famous poet Kedarman Vyathit was the main attraction of the program. Poets from the different part of the country were present on that occasion. Apart from these photographs, the album also contains the portraits of some unknown persons.                                                          View images from this file (31)                                    ","EAP166/1/1/55","31 TIFF images","Photograph","File","NA","NA","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_55/1.jp2/full/!600,300/0/default.jpg"
"56","Tanka Prasad Acharya.[1988]","        This album contains the portraits of Tanka Prasad Acharya, former Prime Minister and founder Chairman of Nepal Praja Parishad. The same album contains another leader of Nepali Congress whose name was not remembered.                                                          View images from this file (36)                                    ","EAP166/1/1/56","36 TIFF images","Photograph","File","NA","NA","1988","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_56/1.jp2/full/!600,300/0/default.jpg"
"57","Janakpur custom office during Border cease [1988]","        The boarder between India and Nepal was ceased during 1988 by India. The photographs of this album consists of Janakpur custom office, one of the custom office located in the boarder between India and Nepal, during that period.                                                          View images from this file (39)                                    ","EAP166/1/1/57","39 TIFF images","Photograph","File","NA","NA","1988","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_57/1.jp2/full/!600,300/0/default.jpg"
"58","Birgunj’s custom office [1988]","        The photographs of this album capture the condition of the custom office at Birgunj.                                                          View images from this file (37)                                    ","EAP166/1/1/58","37 TIFF images","Photograph","File","NA","NA","1988","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_58/1.jp2/full/!600,300/0/default.jpg"
"59","Madanmani Dixit and his wife in Gorkha Durbar [1988]","        The photographs of this album consist of Madanmani Dixit himself and some members of his family. There are also some photographs which were taken in the Gorkha Durbar, the early Kingdom of the ruling dynasty of Nepal.                                                          View images from this file (19)                                    ","EAP166/1/1/59","19 TIFF images","Photograph","File","NA","NA","1988","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_59/1.jp2/full/!600,300/0/default.jpg"
"60","Madanmani Dixit and his family [1988]","        Photographs in this album mainly consists of the photographs of the Madanmani Dixit himself and his family members.                                                          View images from this file (19)                                    ","EAP166/1/1/60","19 TIFF images","Photograph","File","NA","NA","1988","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_60/1.jp2/full/!600,300/0/default.jpg"
"61","East-West Highway and Muglin [1993]","        The photographs of this album were taken on the way to Kalaiya. Most of the photographs were taken in Muglin and other road side stops along the East-West Highway of Nepal.                                                          View images from this file (24)                                    ","EAP166/1/1/61","24 TIFF images","Photograph","File","NA","NA","1993","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_61/1.jp2/full/!600,300/0/default.jpg"
"62","Honouring with Siromani title to Ali Miya [1988]","        The photographs were taken during the awarding program organized by Pokhreli Yuva Pariwar to award Siromani to famous folk poet Ali Miya. Prof. Sharma and Nasira were invited to attend that program from India as special guests.                                                          View images from this file (36)                                    ","EAP166/1/1/62","36 TIFF images","Photograph","File","NA","NA","1988","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_62/1.jp2/full/!600,300/0/default.jpg"
"63","National Literature Conference [1997]","        The photographs of this album were taken during the National Literature conference organized by Ganeshman Singh Academy in Birtamode, Jhapa.                                                          View images from this file (33)                                    ","EAP166/1/1/63","33 TIFF images","Photograph","File","NA","NA","1997","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_63/1.jp2/full/!600,300/0/default.jpg"
"64","Visit to Palanchowk Bhagawati at Kavre [1997]","        This album contains events such as Dixit’s family member visit to worship at Kavre, some author or poet gathering at library, Government officer and authors visit for Picnic at Kakani and Nepal Pragya Prathisthan’s member attending the meeting.                                                          View images from this file (37)                                    ","EAP166/1/1/64","37 TIFF images","Photograph","File","NA","NA","1997","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_64/1.jp2/full/!600,300/0/default.jpg"
"65","Rudripath and Dashain [1998]","        This album contains photographs of the Rudripath, a Vedic ritual conducted in the father in law’s house of Madanmani Dixit. This album also contains the photographs of Dashain festival and some Unidentified photographs.                                                          View images from this file (36)                                    ","EAP166/1/1/65","36 TIFF images","Photograph","File","NA","NA","1998","Access is for research purposes only","https://images.eap.bl.uk/EAP166/EAP166_1_1_65/1.jp2/full/!600,300/0/default.jpg"
