"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"11","Praying text for Dorjzoduv","

        The text was and still is read mostly during a funeral process for a deceased to have him/her taken care of by Buddha in the afterlife and for sending the spirit to the heaven. The text is also read for those who have frequent bad dreams and feelings. Both Tibetan and Mongolian versions were widespread in the past. Now mostly the Tibetan version is in great practical use, the reason for this is unknown.

                  
            
              
              View images from this file (144)
            
          
              ","EAP529/1/11","144 TIFF images","Manuscript","File","Mongolian","Mongolian","1890s-1920s","Access is for research purposes only"
"12","Dorjzoduba sutra","

        It is believed that this particular manuscript has been created in different styles and copied down for centuries in extended, medium and short versions. The title was and is well known among believers as it is on the list of most wanted texts by both believers and non-believers who visit temples.

                  
            
              
              View images from this file (322)
            
          
              ","EAP529/1/12","322 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"13","Dorjzoduba sutra","

        A medium version of the well known title. The text was and still is ordered to be read during a funeral process for a deceased to have him/her ascend to the heaven and taken care of Buddha afterlife. It is also read for those who suffer from bad dreams and feelings.

                  
            
              
              View images from this file (146)
            
          
              ","EAP529/1/13","146 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"14","Dunjig sutra","

        One of the well known prayer texts in former and modern day Mongolia which serves to alleviate wrongdoings, sins and sufferings. It is believed that there are 40 different types of wrongdoings that one can be involved in. The text prevents one from being involved in those wrongdoings or one who has already been suffering from being involved in one or many of the wrongdoings. The text was and is also read for deceased to relieve them from their wrongdoings and sufferings during their lifetime.

                  
            
              
              View images from this file (40)
            
          
              ","EAP529/1/14","40 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"15","Gombiin Dugtev praying text","

        Gombo is one of the 10 restive Gods-Deities of Buddha. The text is devoted to Gombo for requesting his protection against evil deeds, sufferings, wrongdoings and faults. It is believed that there are 600 different types of faults caused by a human and the text is believed to prevent one from being infected by these sins. The text was and is also used to be read for attracting one's mood and spirit from being involved in wrongdoings and calming and taming one's mood.

                  
            
              
              View images from this file (19)
            
          
              ","EAP529/1/15","19 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"16","Goviin Lha text","

        Goviin Lha are deities which were regarded to be born with a person and protect the person throughout the life. There are 5 different deities or Gods (Goddess of Female, God of Males, God of the Region, God of Enemies, and God of Life). Once read, a person is regarded protected by these gods.

                  
            
              
              View images from this file (25)
            
          
              ","EAP529/1/16","25 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"17","Hand Hajidiin Tarni text","

        This is a Nyingmapa (red hat sect of Tibetan Buddhism) prayer text devoted to Hand Hajid deity. The text was used for chanting internally in monasteries for requesting the protection and the care of the deity for the monastery, monks, practitioners, and local environment and life. This is a rare handwritten text which has been kept in the monastery for its internal use.

                  
            
              
              View images from this file (9)
            
          
              ","EAP529/1/17","9 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"18","Shunhaar bichsen Dorjzoduba text","

        The text was and still is ordered to be read during a funeral process for a deceased to have him/her ascend to the heaven and taken care of Buddha afterlife. It is also read for those who suffer from bad dreams and feelings. The text was and still is one of the widespread among monasteries, monks and practitioners.

                  
            
              
              View images from this file (87)
            
          
              ","EAP529/1/18","87 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"19","Hutugtu Ochiroor Ogtlogch sutra","

        The text describes a guide to and the importance of reading one of the well known Buddhist sutras-the Diamond Sutra. The Diamond Sutra contains teachings by the Buddha on the Perfection of Wisdom. Reciting this sutra purifies mountains of negative karma, clears away obstacles to the success of virtuous activities, and plants seeds to realize emptiness directly.

                  
            
              
              View images from this file (52)
            
          
              ","EAP529/1/19","52 TIFF images","Manuscript","File","Mongolian","Mongolian","1890s-1920s","Access is for research purposes only"
"20","Altangerel sutra (Volume-1)","

        One of the oldest and highly respected, by every family, Buddhist manuscripts in Mongolia. The manuscript is believed to safeguard one against evil deeds and misfortune, to heal one's sins and to bring happiness to all those who recite the manuscript and keep it home. Nowadays, virtually every single household keeps a modern copied version (even a Mongolian text) of the sutra placed high on the altar.

                  
            
              
              View images from this file (202)
            
          
              ","EAP529/1/20","203 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"21","Altangerel sutra (Volume-2)","

        One of the oldest and highly respected, by every family, Buddhist manuscripts in Mongolia. The manuscript is believed to safeguard one against evil deeds and misfortune, to heal one's sins and to bring happiness to all those who recite the manuscript and keep it home. Nowadays, virtually every single household keeps a modern copied version (even a Mongolian text) of the sutra placed high on the altar.

                  
            
              
              View images from this file (141)
            
          
              ","EAP529/1/21","141 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"22","Hutugtu Altangerel (Volume-1)","

        This is a different version of one of the oldest and highly respected Buddhist manuscripts in Mongolia. The manuscript is believed to safeguard one against evil deed and misfortune, to heal one's sins and to bring happiness to all those who read the manuscript and keep it home.

                  
            
              
              View images from this file (196)
            
          
              ","EAP529/1/22","196 TIFF images","Court & Legal records","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"23","Hutugtu Altangerel (Volume-2)","

        This is a different version of one of the oldest and highly respected, by every family, Buddhist manuscripts in Mongolia. The manuscript is believed to safeguard one against evil deed and misfortune, to heal one's sins and to bring happiness to all those who read the manuscript and keep it home.

                  
            
              
              View images from this file (213)
            
          
              ","EAP529/1/23","213 TIFF images","Court & Legal records","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"24","Manal healing sutra","

        Praise to Otoch Manal or Medicine Buddha which has been long known to Mongolians as the Healing Buddha. He is said to dispense spiritual medicine when properly worshipped. It is even believed that it is efficacious merely touching the image of the Healing Buddha which is now widespread across Mongolian monasteries and temples. Many tend to worship the image as it is placed in one's home, office and in hospitals.

                  
            
              
              View images from this file (292)
            
          
              ","EAP529/1/24","292 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"25","Manaliin Donchid medicinal text","

        Prayer text devoted to the Healing Buddha or Otoch Manal praising him and requesting his protection against illness, sufferings and unhappiness. Once recited and chanted, the text is believed to go under the care of the Healing Buddha. The text is also recited for those who have fallen ill and suffer from bodily injuries as well as from ill mood.

                  
            
              
              View images from this file (330)
            
          
              ","EAP529/1/25","330 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"26","Michee Rinchin Bumba sutra","

        A detailed description of reaching nirvana, the state of compassion and peace. It is likely that the manuscript was ordered to be printed in Beijing which used to be a place where most large scale woodblock manuscripts were printed.

                  
            
              
              View images from this file (334)
            
          
              ","EAP529/1/26","334 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"27","Nogoon Dari Ehiin payan","

        A brief story of Green Tara. Tara, whose name means ""star"" or ""she who ferries across,"" is a Bodhisattva of compassion who manifests in female form. In Tibetan, Tara is known as ""Dölma"" (Sgrol-ma), or ""She Who Saves."" In particular she represents compassion in action, since she’s in the process of stepping from her lotus throne in order to help sentient beings. The image of Green Tara is still popular among Mongolian believers and it can be found in almost every home and often in kindergartens.

                  
            
              
              View images from this file (24)
            
          
              ","EAP529/1/27","24 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"28","Taru Chamba sutra (Volume-1)","

        One of the popular manuscripts in the past and at present which is recited in monasteries and individually for the sake of the deceased and of the living. Many believe that the manuscript helps an individual be relieved from past grief and sufferings, and promotes compassion, love and happiness.

                  
            
              
              View images from this file (240)
            
          
              ","EAP529/1/28","240 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"29","Taru Chamba sutra (Volume-2)","

        A version of one of the popular manuscripts in the past and at present which is recited in monasteries and individually for the sake of the deceased and of the living. Many believe that the manuscript helps an individual be relieved from past grief and sufferings, and promotes compassion, love and happiness.

                  
            
              
              View images from this file (202)
            
          
              ","EAP529/1/29","202 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"30","Tarvachamba","

        This particular title has been created in different versions. Taru Chamba is one of the popular manuscripts in the past and at present which is recited in monasteries and individually for the sake of the deceased and of the living. Many believe that the manuscript helps an individual be relieved from past grief and sufferings, and promotes compassion, love and happiness.

                  
            
              
              View images from this file (278)
            
          
              ","EAP529/1/30","278 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"31","Tamiin Hurai sutra","

        Another version of one of the popular manuscripts in the past and at present which is recited in monasteries and individually for the sake of the deceased and of the living. Many believe that the manuscript helps an individual be relieved from past grief and sufferings, and promotes compassion, love and happiness.

                  
            
              
              View images from this file (259)
            
          
              ","EAP529/1/31","259 TIFF images","Manuscript","File","Mongolian","Mongolian","1890s-1920s","Access is for research purposes only"
"32","Tamiin Hurai sutra (Volume-2)","

        One of the popular manuscripts in the past and at present which is recited in monasteries and individually for the sake of the deceased and of the living. Many believe that the manuscript helps an individual be relieved from past grief and sufferings, and promotes compassion, love and happiness.

                  
            
              
              View images from this file (115)
            
          
              ","EAP529/1/32","115 TIFF images","Manuscript","File","Mongolian","Mongolian","1890s-1920s","Access is for research purposes only"
"33","Tsogt Tsagiin Hurden sutra","

        This manuscript is also named as Duinhoriin Sutra or Manuscript of Duinhor Deity. The text is recited in monasteries and at the request of a person in his/her home to praise the Duinhor Deity and to ask his deliverance. This text is unique as it is likely to have been handwritten in the 1860s and was passed down the generations intact.

                  
            
              
              View images from this file (275)
            
          
              ","EAP529/1/33","275 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"34","Undur Gegeenii Namtar","

        A brief story of Undur Gegeen who was the first reincarnation of Jebtzun Damba and first Bogd Gegen of Mongolia (spiritual and worldly leader). He is especially known for his great sculpturing as can been seen in the Museum of Fine Arts in Ulaanbaatar named after him. He was born in 1635 and died in 1723.

                  
            
              
              View images from this file (44)
            
          
              ","EAP529/1/34","44 TIFF images","Manuscript","File","Mongolian","Mongolian","1890s-1920s","Access is for research purposes only"
"35","Jadamba sutra","

        This manuscript is also called concise teachings of Buddha. The text is recited for the sake of being healthy and happy in this life and in the afterlife, bringing luck, wisdom, all the best to a person. For centuries, the manuscript has served as one of the objects of worship in every family.

                  
            
              
              View images from this file (117)
            
          
              ","EAP529/1/35","117 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"36","Janraisegiin Jovtui","

        The text is recited in the mornings before everyday religious rituals or ceremonies in monasteries. Janraiseg is a Mongolian pronunciation of Chenrezi (Tibetan). Chenrezi is the Bodhisattva of Compassion. With a mantra, OM MANI PADME HUM! (Hail the jewel in the lotus!), he tirelessly attempts to deliver all beings from suffering. He appears in many different forms to assist suffering beings.

                  
            
              
              View images from this file (14)
            
          
              ","EAP529/1/36","14 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"37","Jugdergarnagiin Dorom (Volume-1)","

        The text is recited to prolong life and promote well being for a person. Many order to have this text recited by a monk at home or in an office which has become a commonplace in nowadays Mongolia. Some order the text to be recited every year to assure a person's life and well being are secured for the upcoming year.

                  
            
              
              View images from this file (137)
            
          
              ","EAP529/1/37","137 TIFF images","Volume","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"38","Jugdergarnagiin Dorom (Volume-2)","

        The text is recited to prolong life and promote well being for a person. Many order to have this text recited by a monk at home or in an office which has become a commonplace in nowadays Mongolia. Some order the text to be recited every year to assure a person's life and well being are secured for the upcoming year.

                  
            
              
              View images from this file (117)
            
          
              ","EAP529/1/38","117 TIFF images","Volume","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"39","Lamiin Byasalgaliin ed zuils","

        A tiny book depicting religious items used by lamas in their everyday rituals and ceremonies. The pictures are hand painted in different colours to identify what they look like. The book was perhaps used for learning purpose for beginning monastery students (children).

                  
            
              
              View images from this file (13)
            
          
              ","EAP529/1/39","13 TIFF images","Book","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"40","Taru Chamba","

        A Mongolian version of one of the popular manuscripts in the past and at present which is recited in monasteries and by individuals at home for the sake of the deceased and of the living. Many believe that the manuscript helps an individual be relievee from past grief and sufferings, and promotes compassion, love and happiness.

                  
            
              
              View images from this file (207)
            
          
              ","EAP529/1/40","207 TIFF images","Manuscript","File","Mongolian","Mongolian","1890s-1920s","Access is for research purposes only"
"41","Michee Rinchin Bumba (Volume-1)","

        A detailed description of reaching nirvana, the state of compassion and peace. The text used to be copied from monasteries to monasteries and from generation to generation. This text was likely created in 1920s as the monastery claims.

                  
            
              
              View images from this file (216)
            
          
              ","EAP529/1/41","216 TIFF images","Volume","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"42","Michee Rinchin Bumba (Volume-2)","

        A detailed description of reaching nirvana, the state of compassion and peace. The text used to be copied from monasteries to monasteries and from generation to generation. This text was likely created in the 1920s as claimed by the monastery.

                  
            
              
              View images from this file (189)
            
          
              ","EAP529/1/42","189 TIFF images","Volume","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"43","Sandui Demchig (Volume-1)","

        The summary of stories of and offerings to two of the three main tantric deities of the Gelukpa tradition; namely Guhyasamaja (Sandui); and Chakrasamvara (Demchig). This is the First Volume of a large manuscript.

                  
            
              
              View images from this file (169)
            
          
              ","EAP529/1/43","169 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"44","Sandui Demchig (Volume-2)","

        The summary of stories of and offerings to two of the three main tantric deities of the Gelukpa tradition; namely Guhyasamaja (Sandui); and Chakrasamvara (Demchig). This is the Second Volume of a large manuscript.

                  
            
              
              View images from this file (146)
            
          
              ","EAP529/1/44","146 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"45","Sandui Demchig (Volume-3)","

        The summary of stories of and offerings to two of the three main tantric deities of the Gelukpa tradition; namely Guhyasamaja (Sandui); and Chakrasamvara (Demchig). This is the Third Volume of a large manuscript.

                  
            
              
              View images from this file (214)
            
          
              ","EAP529/1/45","214 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"46","Khoroldamba (Volume-1)","

        The text is devoted to the Dharma Wheel or Nomiin Hurd in Mongolian which means the Wheel of Teachings. This is a two volume manuscript describing how to rotate the Wheel of Teachings by Buddha. Dharma Wheels are commonly seen in any compound of a monastery as well as inside a temple along its wall. The more you turn a wheel the more you are blessed with Buddha's teachings.

                  
            
              
              View images from this file (210)
            
          
              ","EAP529/1/46","210 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"47","Khoroldamba (Volume-2)","

        The text is devoted to the Dharma Wheel or Nomiin Hurd in Mongolian which means the Wheel of Teachings. This is the second volume of a two volume manuscript describing how to rotate the Wheel of Teachings by Buddha. Dharma Wheels are commonly seen in any compound of a monastery as well as inside a temple along its wall. The more you turn a wheel the more you are blessed with Buddha's teachings.

                  
            
              
              View images from this file (272)
            
          
              ","EAP529/1/47","272 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"48","Manzushir sudar","

        Praise to Manzushir burkhan (God)-creator of wisdom and knowledge. Manjushri (or manjusri) is the embodiment of all the Buddha's wisdom. The word manju means “charming, beautiful, pleasing” and Shri means “glory, brilliance”. The Bodhisattva is regarded as the crown prince of Buddhist teachings, or the one who can best explain the Buddhist wisdom that is able to extinguish afflictions and bring about enlightenment. Manjushri has this title because eons ago, he was the instructor for seven different Buddhas, the last being Sakyamuni Buddha.Manjushri is often depicted with his right hand holding a double-edged flaming sword and his left hand holding a lotus flower on which rests the Prajnaparamita (Great Wisdom) Sutra. He is often seen riding a lion. The Prajnaparamita Sutra on the lotus flower symbolizes wisdom as pure as the lotus. The sword represents the sharpness of wisdom that cuts through illusion. The lion is called the king of a hundred animals, and this symbolizes the stern majesty of wisdom.

                  
            
              
              View images from this file (227)
            
          
              ","EAP529/1/48","227 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"49","Janraisegiin Soldiv","

        This is a unique text likely created in the 1890s and is devoted to Chenrezi-Bodhisatva of Compassion. He is regarded as an enlightened being who lives in a compassionate spirit life for the sake of all beings. He has taken vows to save all beings. With the mantra , Om Mani Padme Hum! (Hail the jewel in the lotus!) he tirelessly attempts to deliver all beings from suffering. In Mongolia Chenrezi or Janraiseg is believed to be the God of Future and its huge gilded figure can be seen in Gandan temple in Ulaanbaatar.

                  
            
              
              View images from this file (88)
            
          
              ","EAP529/1/49","88 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"50","Nogoon Dari Eh","

        The text is dedicated to Green Tara - a female Bodhisattva in Mahayana Buddhism who appears as a female Buddha in Vajrayana Buddhism. She is known as the ""mother of liberation"", and represents the virtues of success in work and achievements. A variety of Green Tara images can be seen in monasteries throughout Mongolia as well as in a household, hospital, even in an office.

                  
            
              
              View images from this file (31)
            
          
              ","EAP529/1/50","32 TIFF images","Manuscript","File","Tibetan","Tibetan","1890s-1920s","Access is for research purposes only"
"51","Mongol Odon Zurhai","

        The book contains a description of traditional Mongolian astrology. It is claimed that the Mongolian astrology has developed as a separate branch of knowledge in medieval Mongolia and is still strong as people tend to believe and follow it. Several types of astrology calendar is issued each year prior to the Lunar New Year and are in great demand by the general public.

                  
            
              
              View images from this file (68)
            
          
              ","EAP529/1/51","68 TIFF images","Book","File","Mongolian","Mongolian","1890s-1920s","Access is for research purposes only"
