"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"11","རྩ་གསུམ་ཐུགས་ཐེག་གསང་ཆེན་ཡོངས་འདུས་ལས།      ཕྱག་མཚན་གནམ་ལྕགས་འཁོར་ལོ་བཞུགས། (rtsa gsum thugs theg gsang chen yongs 'dus las phyag mtshan gnam lcags 'khor lo bzhugs) [Late 19th century]","

        From the wish-fulfilling tree of the great secret vehicle of the three roots: the wheel of the thunderbolt mudra. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 8 paper folios.

                  
            
              
              View images from this file (8)
            
          
              ","EAP727/1/11","8 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_11/1.jp2/full/!600,300/0/default.jpg"
"12","རྩ་གསུམ་གསང་བ་ཡོངས་འདུས་ལས། འབྱུང་བའི་སྦྱོར་བཤིག་གནམ་ལྕགས་ཐོག་རྒོད་སྤྱིའི་འཁྲུལ་འཁོར་བཞུགས། (rtsa gsum gsang ba yongs 'dus las 'byung ba'i sbyor bshig gnam lcags thog rgod spyi'i 'khrul 'khor bzhugs)...","

        From the wish-fulfilling tree of the secret three roots from which the wild esoteric yogic practices arise. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 10 paper folios.

                  
            
              
              View images from this file (11)
            
          
              ","EAP727/1/12","10 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_12/1.jp2/full/!600,300/0/default.jpg"
"13","རྩ་གསུམ་ཐིག་ལེ་ལས། སེར་བསྲུང་ཁྲོ་ཆུའི་མཁའ་སྤྱོད་བཞུགས། (rtsa gsum thig le las ser bsrung khro chu'i mkha' spyod bzhugs) [Late 19th century]","

        From the essence of the three roots: the celestial realm of melted metal that defends against corruption. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 5 paper folios.

                  
            
              
              View images from this file (5)
            
          
              ","EAP727/1/13","5 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_13/1.jp2/full/!600,300/0/default.jpg"
"14","རྩ་གསུམ་ཐིག་ལེ་ལས། ཆར་འབེབས་ཕན་བདེ་ཀུན་འབྱུང་འགྲོ་བའི་རེ་བསྐོང་བཞུགས། (rtsa gsum thig le las char 'bebs phan bde kun 'byung 'gro ba'i re bskong bzhugs) [Late 19th century]","

        From the essence of the three roots: rain that fulfills each source of happiness and well-being. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 14 paper folios.

                  
            
              
              View images from this file (14)
            
          
              ","EAP727/1/14","14 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_14/1.jp2/full/!600,300/0/default.jpg"
"15","བཅུད་ལེན་མཁའ་འགྲོའི་གསང་མཛོད་བཞུགས། (bcud len mkha' 'gro'i gsang mdzod bzhugs) [Late 19th century]","

        Extraction of the essence of the secret treasury of the dakini. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 6 paper folios.

                  
            
              
              View images from this file (6)
            
          
              ","EAP727/1/15","6 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_15/1.jp2/full/!600,300/0/default.jpg"
"16","ཀློང་གྲོལ་ཐུགས་ཀྱི་ཐིག་ལེ་ལས། བརྒྱུད་འདེབས་བྱིན་རླབས་ཆར་འབེབས་བཞུགས། (klong grol thugs kyi thig le las brgyud 'debs byin rlabs char 'bebs bzhugs) [Late 19th century]","

        From the spontaneously liberated heart essence: rain of lineage prayers and supplications. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 4 paper folios.

                  
            
              
              View images from this file (4)
            
          
              ","EAP727/1/17","4 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_17/1.jp2/full/!600,300/0/default.jpg"
"17","ཀློང་གྲོལ་ཐུགས་ཐིག་ལས། ཐུན་མོང་མ་ཡིན་པའི་བཀའ་སྲུང་མ་གཟའ་རྡོར་གསུམ་གྱི་འཕྲིན་ལས་འདོད་དགུ་ལྷུན་གྲུབ་བཞུགས། (klong grol thugs thig las thun mong ma yin pa'i bka' srung ma gza' rdor gsum gyi 'phrin las 'd)...","

        From the spontaneously liberated heart essence: the spontaneous desires and deeds of the three extraordinary of guardians. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 12 paper folios.

                  
            
              
              View images from this file (12)
            
          
              ","EAP727/1/18","12 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_18/1.jp2/full/!600,300/0/default.jpg"
"18","ཀློང་གྲོལ་ཐུགས་ཀྱི་ཐིག་ལེ་ལས། དབལ་ཆུའི་ལས་མཐའ་རྡོ་རྗེའི་ཐོག་མདའ་བཞུགས། (klong grol thugs kyi thig le las dbal chu'i las mtha' rdo rje'i thog mda' bzhugs) [Late 19th century]","

        From the spontaneously liberated heart essence: the dbal liquid (that purifies) evil deeds like the arrow of the vajra. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 36 paper folios.

                  
            
              
              View images from this file (36)
            
          
              ","EAP727/1/19","36 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_19/1.jp2/full/!600,300/0/default.jpg"
"19","རྩ་གསུམ་ཐུགས་ཐིག་གསང་བ་ཡོངས་འདུས་ལས། གཏེར་བསྲུང་སྲོག་བདག་ཐུགས་ཀྱི་ཐིག་ལེའི་མཆོད་ཐབས་བཞུགས། (rtsa gsum thugs thig gsang ba yongs 'dus las gter bsrung srog bdag thugs kyi thig le'i mtshod thabs bzhugs)...","

        From the wish-fulfilling tree of the secret three roots: methods of the heart essence of the srog bdag of the terma guardian. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 10 paper folios.

                  
            
              
              View images from this file (10)
            
          
              ","EAP727/1/20","10 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_20/1.jp2/full/!600,300/0/default.jpg"
"20","རིགས་བྱེད་པའི་དག་སྣང་གི་ལོ་རྒྱུས་བཞུགས་སོ།། (rigs byed pa'i dag snang gi lo rgyus bzhugs so) [Late 19th century]","

        History of the pure perception of the followers of the Veda. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 4 paper folios.

                  
            
              
              View images from this file (4)
            
          
              ","EAP727/1/21","4 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_21/1.jp2/full/!600,300/0/default.jpg"
"21","ཡང་ཟབ་གུ་རུ་དྲག་པོ་རྟ་ཕུར་དྲིལ་སྒྲུབ་ལས། རྗེས་གནང་བྱིན་རླབས་སྤྲིན་ཆར་བཞུགས། (yang zab gu ru drag po rta phur dril sgrub las rjes gnang byin rlabs sprin char bzhugs) [Late 19th century]","

        Blessing light rain of the karmic trace of the profound wrathful guru. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 8 paper folios.

                  
            
              
              View images from this file (8)
            
          
              ","EAP727/1/23","8 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_23/1.jp2/full/!600,300/0/default.jpg"
"22","རྩ་གསུམ་ཐུགས་ཐིག་གི་དྲག་པོའི་སྦྱིན་སྲེག་ལོག་འདྲེན་ཚར་གཅོད་བཞུགས། (rtsa gsum thugs thig gi drag po'i sbyin sreg log 'dren tshar gcod bzhugs) [Late 19th century]","

        Wrathful fire offerings of the heart essence of the three roots that destroy the evil forces. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 16 paper folios.

                  
            
              
              View images from this file (16)
            
          
              ","EAP727/1/24","16 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_24/1.jp2/full/!600,300/0/default.jpg"
"23","མཁའ་འགྲོ་གསང་བའི་ཐིག་ལེའི་བྱིན་རླབས་དབང་གི་རིག་པ་བཞུགས། (mka' 'gro gsang ba'i thig le'i byin rlabs dbang gi rig pa bshugs) [Late 19th century]","

        The awareness of the blessing power of the secret essence of the dakini. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 4 paper folios.

                  
            
              
              View images from this file (4)
            
          
              ","EAP727/1/26","4 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_26/1.jp2/full/!600,300/0/default.jpg"
"24","རྩ་གསུམ་ཐུགས་ཐིག་ལས། བཟློག་བསྡུས་རྡོ་རྗེའི་འཐོར་རླུང་བཞུགས། (rtsa gsum thugs tig las bzlog bsdas rdo rje'i 'thor rlung bzhugs) [Late 19th century]","

        From the essence of the three roots: strong wind of the vajra that reverses. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 6 paper folios.

                  
            
              
              View images from this file (6)
            
          
              ","EAP727/1/27","6 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_27/1.jp2/full/!600,300/0/default.jpg"
"25","གསང་བ་ཡོངས་འདུས་གུ་རུ་ཞེ་དྲག་ལས། ཞི་རྒྱས་དབང་གསུམ་ཐུན་མོང་སྤྱིའི་སྦྱིན་བསྲེག་ཡེ་ཤེས་འོད་***བཞུགས། (gsang ba yongs 'dus gu ru zhe drag las zhi rgyas dbang gsum thun mong spyi'i sbyin bsreg ye shes 'od…)...","

        From the many guru of the wish-fulfilling tree: general fire ceremony of the common three actions of pacifying, increasing and empowering. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 16 paper folios.

                  
            
              
              View images from this file (16)
            
          
              ","EAP727/1/30","16 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_30/1.jp2/full/!600,300/0/default.jpg"
"26","སྦྱིན་བསྲེག་རྫས་ཀྱི་ཟུར་བྱང་བཞུགས། (sbyin bsreg rjas kyi zur byang bzhugs) [Late 19th century]","

        Additional text following the fire ceremony. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 6 paper folios.

                  
            
              
              View images from this file (6)
            
          
              ","EAP727/1/31","6 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_31/1.jp2/full/!600,300/0/default.jpg"
"27","དྲེགས་པ་གཟའ་གདོང་མཆོད་པའི་ཐབས། (dregs pa gza' mchod pa'i thabs) [Late 19th century]","

        Ways of making offerings to Rahula. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 2 paper folios.

                  
            
              
              View images from this file (2)
            
          
              ","EAP727/1/32","2 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_32/1.jp2/full/!600,300/0/default.jpg"
"28","ཕྱག་མཚན་རྡོ་རྗེའི་འཁྲུལ་འཁོར་ལས། ན་བསྲུང་གནད་བྱང་འཆི་མེད་བདུད་རྩི་བཞུགས། (phyag mtshan rdo rje'i 'khul 'khor las na bsrung gnad byang 'chi med bdud rtsi bzhugs) [Late 19th century]","

        From the vajra mudra: the nectar of immortality of the inner guide that protects. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 10 paper folios.

                  
            
              
              View images from this file (10)
            
          
              ","EAP727/1/33","10 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_33/1.jp2/full/!600,300/0/default.jpg"
"29","རྩ་གསུམ་གསང་ཆེན་ཡོངས་འདུས་ལས། དྲག་སྔགས་གཏོར་མའི་རྒྱོགས་རྡོ་བཞུགས། (rtsa gsum gsang chen yongs 'dus las drag sngags gtor ma'i rgyogs rdo bzhugs) [Late 19th century]","

        From the wish-fulfilling tree of the great secret vehicle of the three roots: the wrathful mantra and torma (that are like) a fast stone. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 16 paper folios.

                  
            
              
              View images from this file (16)
            
          
              ","EAP727/1/34","16 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_34/1.jp2/full/!600,300/0/default.jpg"
"30","དྲག་སྔགས་གཏོར་མའི་རྒྱོགས་རྡོའི་བཟློག་པའི་སྔོན་རྗེས་མི་མཐུན་སད་འཇོམས་ཉི་མ་བཞུགས། (drag sngags gtor ma'i rgyogs rdo'i bzlog pa'i sngon rjes mi mthun sad 'joms nyi ma bzhugs) [Late 19th century]","

        The conflicting (actions of the) sun that destroys and awakes before and after the reversal of wrathful mantra and torma. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 30 paper folios.

                  
            
              
              View images from this file (30)
            
          
              ","EAP727/1/35","30 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_35/1.jp2/full/!600,300/0/default.jpg"
"31","ཐུགས་བསྒྲུབ་གསང་བ་ཡོངས་འདུས་ལས། བསྲུང་བཟློག་ཙཀྲ་བསམ་གཏན་ཉལ་ཆོག་བཞུགས། (thugs bsgrub gsang ba yongs 'dus las bsrung bzlog tsakra bsam gtan nyal chog bzhugs) [Late 19th century]","

        From the wish-fulfilling tree of the secret mind accomplishment: be in the state of meditative concentration of tsakra that reverses and protects. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 6 paper folios.

                  
            
              
              View images from this file (6)
            
          
              ","EAP727/1/36","6 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_36/1.jp2/full/!600,300/0/default.jpg"
"32","ཐུགས་ཐིག་གསང་བ་ཡོངས་འདུས་ལས། ཕྱག་མཚན་རྡོ་རྗེའི་འཁྲུལ་འཁོར་གྱི་ལོ་གྱོན་ནད་ཡོམ་ཀུན་འཇོམས་བཞུགས། (thugs thig gsang ba yongs 'dus las phyag mtshan rdo rje'i 'khrul 'khor gyi lo gyon nad yom kun 'joms bzhu)...","

        From the wish-fulfilling tree of the secret heart essence: the yoga (that heals) the common sickness of the vicious circle with the vajra mudra. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 8 paper folios.

                  
            
              
              View images from this file (8)
            
          
              ","EAP727/1/37","8 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_37/1.jp2/full/!600,300/0/default.jpg"
"33","ཀློང་གྲོལ་ཐུགས་ཐིག་ལས། ཕྱག་མཚན་ཁྱུང་ནག་མེ་ཡི་སྤུ་གྲི་བཞུགས། (klong grol thugs thig las phyag mtshan khyung nag me yi spu gri bzhugs) [Late 19th century]","

        From the spontaneously liberated heart essence: the fire razor of the black garuda. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 6 paper folios.

                  
            
              
              View images from this file (6)
            
          
              ","EAP727/1/38","6 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_38/1.jp2/full/!600,300/0/default.jpg"
"34","ཀློང་གྲོལ་ཐུགས་ཐིག་ལས། ཕྱག་མཚན་ཁྱུང་ནག་མེ་ཡི་སྤུ་གྲིའ་རྗེས་གནང་བྱ་ཚུལ་འབྱུང་གདོན་བསྲེག་བྱེད་བཞུགས། (klong grol thugs thig las phyag mtshan khyung nag me yi spu gri'i rjes gnang bya tshul 'byung gnod b)...","

        From the spontaneously liberated heart essence: ways of performing exorcism and arise harm after the fire razor of the black garuda. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 14 paper folios.

                  
            
              
              View images from this file (14)
            
          
              ","EAP727/1/39","14 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_39/1.jp2/full/!600,300/0/default.jpg"
"35","ཁྱུང་ནག་མེ་ཡི་སྤུ་གྲིའི་བསྲུང་བཟློག་གཞོལ་མེད་རྡོ་རྗེའི་གུར་བརྩེགས་བཞུགས། (khyung nag me yi spu gri'i bsrung bzlog gzhol med rdo rje'i gur brjegs bzhugs) [Early 20th century]","

        The pavillon of vajras that without effort reverses and protects from the fire razor of the black garuda. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 6 paper folios.

                  
            
              
              View images from this file (6)
            
          
              ","EAP727/1/40","6 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_40/1.jp2/full/!600,300/0/default.jpg"
"36","དཔྱོད་ལྡན་ཚེ་རྡོར་ལ། དྲི་བ་དོན་ཚན་བཅུ་པའི་ལན་གདབ་པ། (dpyod ldan tshe rdor la dri ba don tshan bcu pa'i lan gdab pa) [Mid 20th century]","

        Ten questions and answers with the wise one. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 27 paper folios.

                  
            
              
              View images from this file (27)
            
          
              ","EAP727/1/41","27 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_41/1.jp2/full/!600,300/0/default.jpg"
"37","བླ་མ་རིན་པོ་ཆེ་ལ་དྲི་བ་ཚན་པ་གཉིས་པའི་ལན་བཞུགས་སོ། (bla ma rin po che la dri ba tshan pa gnyis pa'i lan bzhugs so) [Mid 20th century]","

        Answers to the second section of questions to the precious lama. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 20 paper folios.

                  
            
              
              View images from this file (20)
            
          
              ","EAP727/1/42","20 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_42/1.jp2/full/!600,300/0/default.jpg"
"38","བླ་མ་རིན་པོ་ཆེ་ལ་དྲི་བ་ཚན་པ་གསུམ་པའི་ལན་བཞུགས་སོ། (bla ma rin po che la dri ba tshan pa gsum pa'i lan bzhugs so) [Mid 20th century]","

        Answers to the third section of questions to the precious lama. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 28 paper folios.

                  
            
              
              View images from this file (28)
            
          
              ","EAP727/1/43","28 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_43/1.jp2/full/!600,300/0/default.jpg"
"39","རྒྱལ་བའི་ཡུམ་གཅིག་འདོད་ཁམས་བདག་མོ་རེ་མ་ཏིའི་གསོལ་མཆོད་དངོས་གྲུབ་ཆར་འབེབས་བཞུགས་སོ། (rgyal ba'i yum gcig 'dod khams bdag mo re ma ti'i gsol mchod dngos grub char 'bebs bzhugs so) [Mid 20th century]","

        The rain of accomplishment (that comes from) the offering and invocation to Remati, the supreme lady of the realm of desire, who is the mother of the Buddhas. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 8 paper folios.

                  
            
              
              View images from this file (8)
            
          
              ","EAP727/1/44","8 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_44/1.jp2/full/!600,300/0/default.jpg"
"40","གཅོད་ཡུལ་མཁའ་འགྲོའི་གད་རྒྱངས་ལས། གཉན་ཁྲོད་འདོན་འགྲིགས་གསལ་བའི་མེ་ལོང་ཞེས་བྱ་བ་བཞུགས་སོ། ། (gcod yum mkha' 'gro'i gad rgyangs las gnyan khrod 'don 'grigs gsal ba'i me long zhes bya ba bzhugs so) [Early]...","

        From the laughter of the dakini of gcod: the clear mirror of compilation that expels haunted grounds. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 20 paper folios.

                  
            
              
              View images from this file (20)
            
          
              ","EAP727/1/45","20 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_45/1.jp2/full/!600,300/0/default.jpg"
"41","བཀའ་གཏེར་སྲུང་མ་སྤྱིའི་མཆོད་འཕྲིན་ཉུང་འདུས་འདོད་དོན་ཀུན་འགྲུབ་ཅེས་བྱ་བ་བཞུགས་སོ། ། (bka' gter srung ma spyi'i mchod 'phrin nyung 'dus 'dod don kun 'grub ces bya ba bzhugs so) [Mid 19th century]","

        Universal wishes collected in a short communication and general offering to the protectors of the orally transmitted and revealed treasury teachings. Owner of original material: Hong Qi. Extent & format of original material: 1 text of 10 paper folios.

                  
            
              
              View images from this file (10)
            
          
              ","EAP727/1/46","10 Tiff Files","File","Tibetan","Tibetan","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP727/EAP727_1_46/1.jp2/full/!600,300/0/default.jpg"
