"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"15","Cakrasaṁvarasya Mūlamantroddhāraṇī","

        Cakrasaṁvara is a tantric deity who is very popular among the Newār buddhist. His consort is Vajravārāhi. This is an incomlete text but in a very good condition. The place for miniature is left un painted. It contains only 5 folios. It is in Sanskrit written with Pracalit Newārī script.folios 5to 8 are missing. its size is 19.5 X 7.5 CMs.

                  
            
              
              View images from this file (7)
            
          
              ","EAP676/1/15","6 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"16","Dākakṛta Kākaparikṣā","

        this is a hindu ritual text. It is a folded book of 31 folios written on both sides.its size is 12.5 X 6 CMs. Its author is Daka. It is in Sanskrit written with Pracalit Newārī script. T is not comple. Some folios are missing.it has several seed syllables table.

                  
            
              
              View images from this file (33)
            
          
              ","EAP676/1/16","32 TIFF 54 MB","Manuscript","File","Sanskrit, Nepal Bhasa; Newari","Prachalit Nepal","17th century-20th century","For research purposes only."
"17","Bhauma Stotra","

        Bhauma Stotra is a hindu eulogy. It has 4 folios of 16 X 8 CMs folios. It is in Sanskrit written with Devanagari scripts. It is in a very good condition. This stotra has been imbede in the mother text skanda Purana.

                  
            
              
              View images from this file (9)
            
          
              ","EAP676/1/17","8 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"18","Mahābhārata Gadā Parva","

        Mahābhārata is a very popular epic of the Hindus. It is copied by baldev Sharma. This manuscript is in Sanskrit written with Pracalit Newārī script. It has 76 folios of 41 X 9 CMs in size. The date of this manuscript id Nepal samvat 796 (1685 CE). It deals with only one chapter of the epic which is the Gada Parva. It is not a comple text.

                  
            
              
              View images from this file (77)
            
          
              ","EAP676/1/18","77 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"19","Mahābhārata","

        This Mahābhārata manuscript is in Sanskrit and pracalit script. It has 141 folios. This is written on paper folios. Its size is 42 X 7 CMs.this is an incomplete manuscript. Some folios are damaged.

                  
            
              
              View images from this file (150)
            
          
              ","EAP676/1/19","149 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"20","Śrī Haripati Viracita Jātakanama","

        This is a hindu ritual text. It is written by Sri Haripati. Its script is Pracalit Newārī and language is Sanskrit . It has 38 folios written on paper. Some folios of this text are missing.

                  
            
              
              View images from this file (41)
            
          
              ","EAP676/1/20","40 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"21","Kāma Śāstra","

        Kāma Shastra is a Hindu erotic literature. It discusses about sex and sexual positions. Folios from 3 to 7 are missing in this manuscript. It has 18 folios extant and all are in very good condition. The script used is Devanagari. This text is in Sanskrit . Its size is 19.5 X 10 CMs.

                  
            
              
              View images from this file (23)
            
          
              ","EAP676/1/21","22 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"22","Deva Vācā","

        Literally 'Deva Vaca ' is the words of the god. It has only one folio. Words of god are listed in sixteen points suplimented by a numerical table providing 4 groups of numbers. The total sum of numerals used in each vertical, horizontal or diagonal rows is 34. Although its subject is not clearly known from the folio, it seems a text with with sixteen steps of recitation. This manuscript is written in modern paper folios. Its size is 8.5 X 6.5 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/1/22","2 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"23","Ārya Tārā Stotra","

        Tārā is a famous Buddhist deity who has both Tantric and non tantric forms. This text is the eulogy of Tārā which is recited to please her and exact boons. It has 1 folio which is incomplete. It is in Sanskrit and written with pracalit Newārī script. Its size is 18 X 7 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/1/23","2 TIFF54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"24","Tattva Jñāna Samsiddhi Vākpujā Vidhi","

        This is a ritual text used by the Newar Buddhist.only one folio no 3 is extant. The paper is smeared with yellow substance. Its language is Sanskrit and script is Sanskrit.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/1/24","2 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"25","Śuka Saptatī Saptavāra Kathā Saṁgraha Caritra Kathā","

        This manuscript ''Śuka Saptatī Saptavāra Kathā Saṁgraha or the Carita Kathā is a Hindu text. It is a Hindu story written in Newārī language. Its script is Pracalit Newārī. Altogether 196 folios are extant. but in total 126 folios are missing. It was written in Nepal Samvat 874 (1763 CE). it was copied by Ja Nath KarmachĀrya. The size of the folios is 28 X 9 CMs.

                  
            
              
              View images from this file (241)
            
          
              ","EAP676/1/25","240 TIFF 54 Mb","Manuscript","File","Nepal Bhasa; Newari","Prachalit Nepal","17th century-20th century","For research purposes only."
"26","Āryasarvatathāgatoṣṇisa Sitātapatrānāmaparājitā Pratyaṅgīrā Mahāvidyārajñī","

        This a Dhāraṇī mantra text attributed to goddess Pratyangira. Its language is Sanskrit and script is Pracalit Newārī. It has 24 folios written on modern paper folios. It has 24 folios which are complete. The size of each folio is 18.5 X 6.5 CMs.

                  
            
              
              View images from this file (26)
            
          
              ","EAP676/2/1","24 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"27","Graha Yantra","

        This manuscript has only 1 folio. It is the astronomical text. Folios are thick made up of Nepali paper. It mentions about protection from planets such as Shani and Rahu. Mandala like diagrams of Rahu, Shani and Ketu are drawn that are adviced to to write on birch bark folios to make an amulet for the protection from those planets. This is the 14th folio. All thers folios are lost. Total number of folios of this text is also unknown. Its size is 23 X 10 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/2","2 Tiff 54 MB","Manuscript","File","Nepal Bhasa; Newari","Devanagari","17th century-20th century","For research purposes only."
"28","Ārya Amoghapālanāma Hṛdaya Mahāyāna Sūtraṃ [1036 NS]","

        It is a Sutra rext written in Sanskrit using Pracalit Newārī script. It has 19 folios. Size of the folios is 18.5 X 6.5. This manuscript was copied by Sri Samayananda in Nepal Samvat 1036 (1925 CE). Folio 1 bears the miniature of Amoghapasa Bodhisattva drawn in black and white format. This manuscript is written on paper folios and the text is complete.

                  
            
              
              View images from this file (21)
            
          
              ","EAP676/2/3","20 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","1916","For research purposes only."
"29","Ārya Tārā Bhaṭṭārikāyā NamasttoTārā Satakaṃ [1024 NS]","

        This is a Tārā Stotra text. It has 21 verses that praise Tārā. It is written on modern thin paper, thus seems very fragile. It has 21 folios in Sanskrit . The script is Pracalit Newārī. Its size is 20.5 X 7 CMs. This manuscript is complete.

                  
            
              
              View images from this file (23)
            
          
              ","EAP676/2/4","22 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","1904","For research purposes only."
"30","Ārya Pañcaviṁśatikā Prajñāpāramitā Mantranāma Dhāraṇī","

        This Dhāraṇī mantra of prajnaparamita has 4 folios written in Bhujimola script. This is the complete text. It is also called the Wisdom Mantra. Each folio is of 18 X 6.5 CMs in size.

                  
            
              
              View images from this file (6)
            
          
              ","EAP676/2/5","5 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"31","Pañcarakṣā Sūtrāṇī","

        This manuscript of pancaraksa Sutra has 30 folios. Some folios are damaged probably by rats. It looks quite old. Its size is 23 X 6.5 CMs. This is an incomplete manuscript.

                  
            
              
              View images from this file (61)
            
          
              ","EAP676/2/6","60 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"32","""Karmakāṇḍa 772 NS, 794 NS, 966 NS""","

        This is the book of miscellanous rituals written in both Sanskrit and Newārī languages. It is a folded book. Chandra man joshi and others are its scribes. Three dates nepal Samvat 772 (1661 CE), 794 (1683 CE) and 966 (1855 CE) are noticed in the text. It means that the text was started to write in Nepal Samvat 772 and additions were made in the later dates. Writing looks very old. It has 70 folios. its script is Pracalit Newārī. Texts are both in Sanskrit and Newārī languages. It is damaged by insects but still readable. The size of the book is 21.5 X 8 CMs.

                  
            
              
              View images from this file (69)
            
          
              ","EAP676/2/7","68 TIFF 54 MB","Manuscript","File","Sanskrit, Nepal Bhasa; Newari","Prachalit Nepal","1652-1846","For research purposes only."
"33","Śrī Ugracaṇḍeśvarī tantra Mohinīśvara Samvada","

        This is a Hindu tantra text. It intends to protect. It has 45 folios written in Sanskrit and Newārī languages. Script is Pracalit Newārī. Its size is 18 X 8. Wwriting is very bad. However, there a number of sketches such as auspicious signs, Cakra, Maṇḍala, diagrams, numerical tables, amulets, Aṣṭamatrikā Maṇḍalas, etc.

                  
            
              
              View images from this file (48)
            
          
              ","EAP676/2/8","47 TIFF 54 MB","Manuscript","File","Sanskrit, Nepal Bhasa; Newari","Prachalit Nepal","17th century-20th century","For research purposes only."
"34","Rudrayāmala Tantra [963 NS]","

        This Tantra is a Hindu Śaiva text. It has 46 folios and complete. Its script is Devanāgarī and language is Sanskrit . It was written in Nepal Samvat 963 (1852 CE).The size oof the folio is 30 X 9.

                  
            
              
              View images from this file (48)
            
          
              ","EAP676/2/9","47 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"35","Garud Purāṇa Preta Kathā","

        This is a Hindu text recited and explained for 10 days during mourning of a deceased family member. This is a complete text. It has 87 folios written with Devanagari scripts. Folios are yellow smeared. Size of the folio is 27 X 13 CMs. Condition is very good.

                  
            
              
              View images from this file (175)
            
          
              ","EAP676/2/10","174 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"36","Mantra [Misc]","

        This is misc Buddhist Mantra manuscript. It is written on very modern machine made paper folios. Folio is this and fragile. On the first folio place for miniature is left blank. It has 4 folios written in Pracalit Newārī script. Folios other than 1 to 4 are missing. The text is readable.

                  
            
              
              View images from this file (6)
            
          
              ","EAP676/2/11","5 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"37","Mārici Mantra","

        Outlook of the manuscript is very old. Folios other than 1 are missing. This manuscripts is written in Pracalit Newārī. Its size is 20 X 2.5 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/12","2 Tiff 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"38","Vidhi","

        This is a ritual text. Only colohon page is available. Its language is Sanskrit and script used to write it is Pracalit Newārī. The folio is yellow smeared. Its size is 20.5 X 6.5 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/13","2 Tiff 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"39","Hārati Stotra","

        This is the Stotra of Hārati Devi, a goddess associated with wel-being of Children in Nepal.This text was written in 1044 Nepal Samvat (1933 CE). It has 1 folio written on machine made paper. It has Devanagari script. Its size is 20.5 X6.5 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/14","2 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"40","Mahābhātat","

        This is the Hindu epic of Mahābhārat written in Bāṅglā script. It looks very old but the date is nowhere mentioned in the manuscript. Paper folios are thin and fragile. Some folios are damaged. This Mahābhārat has 131 folios. Still some are missing.

                  
            
              
              View images from this file (146)
            
          
              ","EAP676/2/15","145 TIFF 54 MB","Manuscript","File","Sanskrit","Bengali","17th century-20th century","For research purposes only."
"41","Wooden covers","

        Generally, nepalese manuscripts have covers. They are either metal or wooden. They are significant because they are painted with miniatures of Buddhist deities. Here are 2 pieces of wooden Mss covers with excellent paintings.Its size is 22 X 8.5 CMs. The fist cover has Lokesvara mantra in Tibetan. Its inner side is decorated with 3 tantric deities painted by a Newar artist. In the second cover, the inner part is decorated with Buddha, Dharma and Sangha,The second is a little damaged in the upper right corner.

                  
            
              
              View images from this file (5)
            
          
              ","EAP676/2/16","4 TIFF 54 MB","Manuscript","File","17th century-20th century","For research purposes only.","https://images.eap.bl.uk/EAP676/EAP676_2_16/0.jp2/full/!600,300/0/default.jpg","Wooden covers"
"42","Aṣṭamātrikā Maṇḍala","

        Aṣṭamātrikā is the eight mother goddesses who are assigned a very respected position in the religious behaviour of the Newār people. This manuscript is the Maṇḍala of the mother goddess used to perform rituals associated with them. The paper size is 11X11.5 CMs. Script is Devanāgarī written in Sanskrit.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/17","2 Tiff 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"43","Durgādhāraṇa Yantra","

        This is a Hindu text related to deity Durga. It is a Yantra drawn on Nepali handmade paper. Its size is 16X16 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/18","2 Tiff 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"44","Mantra and Maṇḍala","

        This is a diagram of Maṇḍala painted on both sides of the paper supplemented by various mantras in Sanskrit . This Maṇḍala is required during ritual worship. It has been a part of Hindu ritual worships. Its size is 17X15.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/19","2 Tiff 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"45","Durgādhāraṇa Yantra","

        This is a Hindu text related to deity Durga. It is a Yantra drawn on Nepali handmade paper. Its size is 22.5X33 CMs. It has only one folio.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/20","2 Tiff 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"46","Govinda Dhāraṇa Yantra","

        It is a Dhāraṇa Maṇḍala or Yantra. Script used in it is Devanāgarī.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/21","2 Tiff 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"47","Maṇḍapa Vāstu Pujā Vidhi","

        This is a manuscript of Pujā vidhi for Maṇḍap. Its size is 22.5X19. It is a ritual text. It has one big folio but digitized in six parts. Mantra and other texts written so far are in Devanāgarī in Sanskrit language.

                  
            
              
              View images from this file (7)
            
          
              ","EAP676/2/22","6 Tiff 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"48","""Maṇḍala, Yantra""","

        This manuscript has different types of yantra sketches' . It has two folios of sketches. Mantras are written in Sanskrit . It is very attractive and spectacular. This Yantra is used in Pujā and other rituals.

                  
            
              
              View images from this file (5)
            
          
              ","EAP676/2/23","4 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"49","Deva Maṇḍala","

        An unknown yantra or Maṇḍala is drawn on Haritāla smeared yellow hard paperṬhis yantra is dedicated to Kṛṣṇa and Bhāgvat Purāṇa. It is a big folio of 37X37 CMs in size. What ever writing has been done is in Devanāgarī script in Sanskrit language.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/24","2 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"50","Maṇḍapa Vāstu Cakra","

        The single folio manuscript is a sketch of Maṇḍapa Vāstu Cakra. Writing is done in Sanskrit . It is a big folio of 37X36 CMs in size.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/25","2 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"51","Saddharma Samrakṣaṇa","

        This text deals with protecting religion. It has 2 folios written in Hindi language. Folios 1 and 15 are intact, however other folios are missing. Its size is 26 X 13 CMs. Its subject is religion.

                  
            
              
              View images from this file (5)
            
          
              ","EAP676/2/26","2 TIFF 54 NB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"52","Rasagaṅgādhara","

        This Mss has 5 folios which are quite old and partly damaged. It is a literary text written in Devanāgarī script. Its language is Sanskrit .Its size is 24X9 CMs.

                  
            
              
              View images from this file (11)
            
          
              ","EAP676/2/27","10 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"53","Laghu Śabdendu Śekhara [Not mentionsd]","

        This manuscript deals with Sanskrit grammar. It is a big size manuscript which is 37X15 CMs. It has 4 folios only and incomplete. Its language is Sanskrit and script is Devanāgarī.

                  
            
              
              View images from this file (8)
            
          
              ","EAP676/2/28","7 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"54","Kārta Vīrya Kavaca","

        It has only one folio written in Sanskrit . It is a Stotra text written on paper in Sanskrit . It is partly damaged. Its size is 19X8.5.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/29","2 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"55","Vyādhikaraṇa Cintāmaṇī","

        Vyādhikaraṇa Cintāmaṇī has 6 folios written in Devanāgarī script. Its language is Sanskrit . Its sizeconstitutes 32.5X7 CMs.

                  
            
              
              View images from this file (8)
            
          
              ","EAP676/2/30","7 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"56","Niruktī Śiromaṇī","

        This manuscript is fragmentory. It has only 2 folios. It is a literary text.Writing is fine and is in good condition. Itss size is 32.5X7 CMs.

                  
            
              
              View images from this file (4)
            
          
              ","EAP676/2/31","3 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"57","Unknown title - Mixed Mss","

        The title of this manuscript is not known. Although folios are identical, they are mixed fragments. It has 6 folios 32.5X7 in size. Its script is Devanāgarī and language is Sanskrit.

                  
            
              
              View images from this file (11)
            
          
              ","EAP676/2/32","10 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"58","Unknown folios","

        These folios are unknown. It has only 2 folios of 37.5X7 in size. It is a Sanskrit manuscript written in Devanāgarī script.

                  
            
              
              View images from this file (4)
            
          
              ","EAP676/2/33","3 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"59","Mixed Fragments","

        Folios from different types of manuscripts are collected here. Its language is Sanskrit . Manuscript written in Devanāg has 15 folios.

                  
            
              
              View images from this file (31)
            
          
              ","EAP676/2/34","30 TIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"60","Brahmāṇḍa Maṇḍala","

        It is a manuscript of Brahmāṇḍa Maṇḍala. It has one folio but is is very big in size. Its actual measured size ys 74.5 65 CMS.

                  
            
              
              View images from this file (5)
            
          
              ","EAP676/2/35","4 TiIFF 54 MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"61","Ṣasṭī Yoga Vidhi","

        It is a text of procedures of Yoga. Its subject matter is Yoga. It is very fagile manuscript written on modern thin paper. It is a Sanskrit manuscript in Devanāgari script. Its size depicts 27.5 X 18 CMs.

                  
            
              
              View images from this file (3)
            
          
              ","EAP676/2/36","1 TIFF 54MB","Manuscript","File","Sanskrit","Devanagari","17th century-20th century","For research purposes only."
"62","Hṛdaya Aparājitānāma Dhāraṇī","

        This is a Dhāraṇī text written on the 'Nila Patra' (literally: the blue paper) paper folios with yellow ink. However, some other texts written on 'Nila Patra' such as the Pancaraksa sutra or prajnaparamita sutra are written with gold or silver ink or both. It is in Sanskrit and script is Pracalit Newārī. It has 15 folios. The size of the folios is 21.5 X 8 CMs. this manuscript is now under the custory of Padmavarṇa mahayana mahaVihāra in Lalitpur. this manuscript does not mention the name of the scribe. However, the presiding monk at the Vihāra is of opinion that the former Abbot Manjughosa himslef has written this manuscript. this manuscript along with some other in this collection are not properly arranged. this is an incomplete manuscript folio 2 is missing.

                  
            
              
              View images from this file (20)
            
          
              ","EAP676/3/1","19 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"63","Abhayaṅkarināma Dhāraṇī","

        This Dhāraṇī manuscript is also written on Nila Patra folios. It has 3 folios. It has complete text of the Dhāraṇī Mantra. The script is Pracalit Newārī. Its size is 21.5 X 8 CMs. This is the Mantra of Āryāvalokiteśvara Bodhisattva (Newārī: Karuṇāmaya). This is a popular Dhāraṇī. Newār devotees recite during visits to the shrines of Karuṇāmaya.

                  
            
              
              View images from this file (6)
            
          
              ","EAP676/3/2","5 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
"64","Ārya Aparitānāma Dhāraṇī","

        This manuscript is a Dhāraṇī text. It is written on black smeared paper called 'Nīlapatra'.It is a Buddhist Dharaṇī written in Pracalit Newārī script.It is in a very good condition and a complete text. However, ink used so far is not permanent. Therefore, it needs to handle carefully. Its size is 21.5X7.5 CMs.

                  
            
              
              View images from this file (20)
            
          
              ","EAP676/3/3","19 TIFF 54 MB","Manuscript","File","Sanskrit","Prachalit Nepal","17th century-20th century","For research purposes only."
