"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"11","Land Auctions [1865-1937]","        This file contains 13 open auction notices and land tax receipts.                                                          View images from this file (26)                                    ","EAP314/3/3/1","26 TIFF images","Document","File","Tamil, English","Tamil, Latin","1865-1937","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_3_3_1/1.jp2/full/!600,300/0/default.jpg"
"12","Land Rent Receipts [1865-1937]","        This file contains 6 land rent receipts.                                                          View images from this file (12)                                    ","EAP314/3/3/2","12 TIFF images","Document","File","Tamil, English","Tamil, Latin","1865-1937","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_3_3_2/1.jp2/full/!600,300/0/default.jpg"
"13","Miscellaneous [1865-1937]","        This file contains 6 documents concerning land deed, loans and inam estate.                                                          View images from this file (12)                                    ","EAP314/3/3/3","12 TIFF images","Document","File","Tamil, English","Tamil, Latin","1865-1937","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_3_3_3/1.jp2/full/!600,300/0/default.jpg"
"14","Land sale deeds [1870-1953]","        This file contains documents relating to land management such as sale deeds, leases, agreements of the share of harvest, plot measurements, etc. Several documents concern land belonging to the King of Sivangangai. 50 handwritten and typed paper documents. Legal size paper (height 35.56 cm/width 21.59 cm) and other formats.                                                          View images from this file (150)                                    ","EAP314/4/3/1","150 TIFF images","Court & Legal records","File","Tamil, English","Tamil, Latin","1870-1953","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_4_3_1/1.jp2/full/!600,300/0/default.jpg"
"15","Mortgage deeds [1883-1959]","        This file contains mainly mortgage deeds involving dry land, wet land and a few houses. It is noteworthy that many documents contain the caste origin of the lenders and the borrowers. The amounts vary from Rs10 to Rs 6000. 70 handwritten and printed paper documents. Legal size paper (height 35.56 cm/width 21.59 cm) and other formats.                                                          View images from this file (202)                                    ","EAP314/4/3/2","202 TIFF images","Court & Legal records","File","Tamil","Tamil","1883-1959","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_4_3_2/1.jp2/full/!600,300/0/default.jpg"
"16","Panchayat documents [1837-1940]","        Hand written petitions sent to Ananji Thevar and his son Pinna Thevar (respectively grand-father and father of the current document holder). These Petitions deal with: application for divorces, agreement for divorce by the village headman, notice of the divorce given to the subcaste headman, property disputes, case of illegitimate children, unpaid ''bride price'', various inter family disputes, adultery, marriage between prohibited kin relations and prohibited intercaste sexual relations. The panchayat documents share some similarity with the Petition Notebooks in that they were both used to record petitions which were given to the traditional headmen of the Pramalai kallar sub caste as part of the judicial dispute resolution process. The main differences are that the panchayat documents also record the judgments that were handed down at the end of a case, while the notebooks do not and some of these are recorded on stamp paper giving those documents a legal status outside the realm of the subcaste. Furthermore, the panchayat documents were handed to the headmen by their individual applicants while the notebooks contain petitions from whole villages. Several documents included in this series are not related to the issue described but were kept together as a bundle by the document holder and have been included in the series. 230 handwritten and printed paper documents. Legal size paper (height 35.56 cm/width 21.59 cm) and other formats.              ","EAP314/1/1","640 TIFF images","NA","File","English, Tamil","Latin, Tamil","Access is for research purposes only","NA","Panchayat documents [1837-1940]"
"17","Petition Notebook 1 [1915-1916]","        This notebook contains 11 village names and 20 petitions dealing with conflicts over: the leasing of a house, adultery, elopement, betrothal, cash dealings, summons and judgments. 40 pages school notebook: height 24.08 cm; width 19.91 cm.                                                          View images from this file (44)                                    ","EAP314/1/2/1","44 TIFF images","Register","File","Tamil","Tamil","1915-1916","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_1_2_1/1.jp2/full/!600,300/0/default.jpg"
"18","Petition Notebook 2 [1924-1925]","        This notebook contains 14 village names and 36 petitions dealing with conflicts over: divorce, land, loan, excommunication from the caste, adultery. 80 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/2","76 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 2 [1924-1925]"
"19","Petition Notebook 3 [1924-1930]","        This notebook contains 10 village names and 19 petitions dealing with conflicts over: adultery, marital strife, captivation and elopement. 40 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/3","40 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 3 [1924-1930]"
"20","Petition Notebook 4 [1925-1950]","        This notebook contains 2 village names and 11 petitions dealing with conflicts over: adultery; daughters in-law not respecting their mother-in-law, inter-caste marriage, murder, theft. 40 pages school notebook: height 24.08 cm; width 19.91 cm. Cover is missing.              ","EAP314/1/2/4","22 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 4 [1925-1950]"
"21","Petition Notebook 5 [1926-1927]","        This notebook contains 9 village names and 15 petitions dealing with conflicts over: marriage, theft, rape; adultery. 40 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/5","36 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 5 [1926-1927]"
"22","Petition Notebook 6 [1929-1930]","        This notebook contains 7 village names and 20 petitions dealing with conflicts over: theft, family dispute, rape, adultery. 40 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/6","44 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 6 [1929-1930]"
"23","Petition Notebook 7 [1929-1930]","        This notebook contains 7 village names and 29 petitions dealing with conflicts over: theft, family strife, loans, food crops dealings, land , shares of the harvest, murder, divorce. 64 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/7","64 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 7 [1929-1930]"
"24","Petition Notebook 8 [1934-1936]","        This notebook contains 6 village names and 13 petitions dealing with conflicts over: adultery, marriage strife, lack of social cohesion. 64 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/8","38 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 8 [1934-1936]"
"25","Petition Notebook 9 [1936-1937]","        This notebook contains 9 village names and 18 petitions dealing with conflicts over: marriage, domestic strife, elopement, rape, cash dealings, adultery. 40 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/9","36 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 9 [1936-1937]"
"26","Petition Notebook 10 [1937-1938]","        This notebook contains 6 village names and 20 petitions dealing with conflicts over: Family strife, loan, traditional marriage rights, dowry, asset settlement for second wife. 64 pages school notebook: height 24.08 cm; width 19.91 cm.              ","EAP314/1/2/10","40 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 10 [1937-1938]"
"27","Petition Notebook 11 [1949-1950]","        This notebook contains 6 village names and 13 petitions dealing with conflicts over: marriage, excommunication from the caste. 40 pages school notebook: height 24.08 cm; width 19.91 cm. Cover is Missing.              ","EAP314/1/2/11","25 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Petition Notebook 11 [1949-1950]"
"28","Copper plate 1 [1657]","        This copper plate, issued by Tirumala Nayakkar in 1657, establishes the boundaries and taxes to a village (Kongarpuliyankulam) and divides the rights to levy taxes there between Pinna Tevar and a certain Irulappa Gounder.                                                          View images from this file (2)                                    ","EAP314/1/3/1","2 TIFF images","Manuscript","File","Tamil","Tamil","1657","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_1_3_1/1.jp2/full/!600,300/0/default.jpg"
"29","Copper plate 2 [1655]","        The copper plate, issued by Tirumalai Nayakkar in 1655 is the foundation charter of headman ship amongst the Pramalai Kallars. It establishes Pinna Tevar, the document holder’s forefather as the headman of eight provinces (nadu), grants him the right to deliver justice over his people and to collect fees during the festivals of Adi, Divali and Pongal from both Konars and Nayakkars. The inscription also names a second and third headman; however, no specific privileges are attributed to them.                                                          View images from this file (2)                                    ","EAP314/1/3/2","2 TIFF images","Manuscript","File","Tamil","Tamil","1655","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_1_3_2/1.jp2/full/!600,300/0/default.jpg"
"30","Copper plate 3 [1645]","        This copper plate, issued by Tirumalai Nayakkar in 1645, describes how Tirumalai Nayakkar, in return for a tribute of 50 rupees, granted Pinna Tevar some houses in a Konar (a pastoral subcaste)area as well as the right to collect from them fees in kind (cattle).                                                          View images from this file (2)                                    ","EAP314/1/3/3","2 TIFF images","Manuscript","File","Tamil","Tamil","1645","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_1_3_3/1.jp2/full/!600,300/0/default.jpg"
"31","Land deeds issued by Gandamanayakanur Zamin [1927-1938]","        This file contains two land deeds given to Subburaj Kudumban's family by the Gandamanayakanur Zamindar. 2 printed and handwritten paper documents .Legal size paper (height 35.56 cm/width 21.59 cm).                                                          View images from this file (4)                                    ","EAP314/2/1","4 TIFF images","Court & Legal records","File","Tamil, English","Tamil, Latin","1927-1938","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_2_1/1.jp2/full/!600,300/0/default.jpg"
"32","Receipts of land tax paid to the Zamindar [1932-1940]","        This file contains 7 land tax receipts for land given to Subburaj Kudumban's family by the Gandamanayakanur Zamindar. 7 printed and handwritten paper documents. Height 20.5 /width 11 cm.                                                          View images from this file (14)                                    ","EAP314/2/2","14 TIFF images","Document","File","Tamil, English","Tamil, Latin","1932-1940","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_2_2/1.jp2/full/!600,300/0/default.jpg"
"33","Honour Dispute 1 [1889]","        This document is related to a conflict over the honour given at the Kallazhakar Temple annual festival to the document holder's family, it was settled by the Madras Endowment Board. It is an old photocopy of the original document which no longer exists, it is partly typed and partly handwritten paper document.A4 size paper (height 11.69 inch/width 8.23 inch).                                                          View images from this file (8)                                    ","EAP314/5/1/1","8 TIFF images","Document","File","Tamil","Tamil","1889","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_5_1_1/1.jp2/full/!600,300/0/default.jpg"
"34","Honour Dispute 2 [1953]","        This document is a further conflict over the distribution of honours within the kin group itself, in a particular a disagreement about the order given from their ancestor's time, which was settled during a panchayat. This document is a recent photocopy of the original handwritten and typed document which no longer exists.A4 size paper (height 11.69 inch/width 8.23 inch).              ","EAP314/5/1/2","30 TIFF images","NA","File","English, Tamil","Latin, Tamil","Access is for research purposes only","NA","Honour Dispute 2 [1953]"
"35","Honour Dispute3 [1996]","        This document deals with the struggle to obtain new entitlements in order to receive the honour in the temple. Though the document is very recent it is included here as it is related to the previous two documents. It is an recent photocopy of the original handwritten document which no longer exists.A4 size paper (height 11.69 inch/width 8.23 inch).              ","EAP314/5/1/3","2 TIFF images","NA","File","Tamil","Tamil","Access is for research purposes only","NA","Honour Dispute3 [1996]"
"36","Land deeds [1884-1920]","        This file consists of 3 documents: 1 mortgage loan, 1 land purchase and 1 land inheritance. 3 handwritten legal size bond paper documents (height 35.56 cm/width 21.59 cm).                                                          View images from this file (8)                                    ","EAP314/6/1","8 TIFF images","Court & Legal records","File","Tamil","Tamil","1884-1920","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_6_1/1.jp2/full/!600,300/0/default.jpg"
"37","Maintenance Pledge [1904]","        This document is related to a divorce and address the maintenance to be given by the former husband to his first wife. 1 handwritten legal size bond paper document (height 35.56 cm/width 21.59 cm).                                                          View images from this file (2)                                    ","EAP314/6/2","2 TIFF images","Document","File","Tamil","Tamil","1904","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_6_2/1.jp2/full/!600,300/0/default.jpg"
"38","Mortgage Loan documents [1901-1914]","        This file has 5 documents dealing with pledging the land for cash. 5 handwritten legal size bond paper documents(height 35.56 cm/width 21.59 cm).                                                          View images from this file (10)                                    ","EAP314/7/1","10 TIFF images","Document","File","Tamil","Tamil","1901-1914","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_7_1/1.jp2/full/!600,300/0/default.jpg"
"39","Copper plate transcription [1888]","        This file has one handwritten document which is transcription from a copper plate which was not available. It describes how the three south Indian Kings (Chera, Chola, Pandya) did their Siva puja (ritual) and told the forefathers of the document holders to migrate to the Kongu Nadu region and continue the Siva puja for the local people. N.B.: Caution must always be exercised regarding the authenticity of copper plates as fakes have been produced. 1 handwritten legal size paper document (height 35.56 cm/width 21.59 cm).                                                          View images from this file (5)                                    ","EAP314/8/1","5 TIFF images","Manuscript","File","Tamil","Tamil","1888","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_1/1.jp2/full/!600,300/0/default.jpg"
"40","Correspondence on customary issues [1894- 1943]","        This file has 10 handwritten documents written to and by the Addenam regarding various issues related to his ritual status such as doing away with a curse, breaking the traditional ties which bind him to the local people, etc. 10 handwritten documents, various formats.                                                          View images from this file (16)                                    ","EAP314/8/2","16 TIFF images","Correspondence","File","Tamil, English","Tamil, Latin","1894-1943","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_2/1.jp2/full/!600,300/0/default.jpg"
"41","Deed issued by the Inam Commission [1862-1869]","        This file has 8 Inam deeds given by the Inam commission of Madras to the Addenam. Inam land was government land rented out for a minimal sum and which could be acquired by the tenant at a later period again for a minimal price. 8 printed and handwritten documents. Legal size paper (height 35.56 cm/width 21.59 cm).                                                          View images from this file (28)                                    ","EAP314/8/3","28 TIFF images","Court & Legal records","File","English","Latin","1862-1869","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_3/1.jp2/full/!600,300/0/default.jpg"
"42","Miscellaneous Documents [1924-1978]","        This file contains 6 miscellaneous documents ranging from school leaving certificate, thank you notice sent by the Addeenam for the villagers for their support them in a legal issue and invitation for the swearing of a new Addeenam. 6 handwritten and printed documents, various formats.                                                          View images from this file (9)                                    ","EAP314/8/4","9 TIFF images","Document","File","Tamil, English","Tamil, Latin","1924-1978","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_4/1.jp2/full/!600,300/0/default.jpg"
"43","Tax Notebook 1 [1920]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 32 cm, width 20.5 cm) 96 pages filled in.                                                          View images from this file (192)                                    ","EAP314/8/5/1","192 TIFF images","Book","File","Tamil","Tamil","1920","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_1/1.jp2/full/!600,300/0/default.jpg"
"44","Tax Notebook 2 [1929]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (96 pages, height 32 cm, width 20.5 cm) 77 pages filled in.                                                          View images from this file (109)                                    ","EAP314/8/5/2","109 TIFF images","Book","File","Tamil","Tamil","1929","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_2/1.jp2/full/!600,300/0/default.jpg"
"45","Tax Notebook 3 [1930]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (96 pages, height 32 cm, width 20.5 cm) 19 pages filled in.                                                          View images from this file (39)                                    ","EAP314/8/5/3","39 TIFF images","Book","File","Tamil","Tamil","1930","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_3/1.jp2/full/!600,300/0/default.jpg"
"46","Tax Notebook 4 [1930]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 32 cm, width 20.5 cm) 27 pages filled in.                                                          View images from this file (55)                                    ","EAP314/8/5/4","55 TIFF images","Book","File","Tamil","Tamil","1930","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_4/1.jp2/full/!600,300/0/default.jpg"
"47","Tax Notebook 5 [1930]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 32 cm, width 20.5 cm) 55 pages filled in.                                                          View images from this file (110)                                    ","EAP314/8/5/5","110 TIFF images","Book","File","Tamil","Tamil","1930","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_5/1.jp2/full/!600,300/0/default.jpg"
"48","Tax Notebook 6 [1932]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 32 cm, width 20.5 cm) 69 pages filled in.                                                          View images from this file (139)                                    ","EAP314/8/5/6","139 TIFF images","Book","File","Tamil","Tamil","1932","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_6/1.jp2/full/!600,300/0/default.jpg"
"49","Tax Notebook 7 [1933]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 32 cm, width 20.5 cm) 41 pages filled in.                                                          View images from this file (82)                                    ","EAP314/8/5/7","82 TIFF images","Book","File","Tamil","Tamil","1933","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_7/1.jp2/full/!600,300/0/default.jpg"
"50","Tax Notebook 8 [1934]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 34 cm, width 15.5 cm) 44 pages filled in.                                                          View images from this file (88)                                    ","EAP314/8/5/8","88 TIFF images","Book","File","Tamil","Tamil","1934","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_8/1.jp2/full/!600,300/0/default.jpg"
"51","Tax Notebook 9 [1935]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 32 cm, width 20.5 cm) 77 pages filled in. Loose Papers, notices and other small receipts are glued to the note book.                                                          View images from this file (154)                                    ","EAP314/8/5/9","154 TIFF images","Book","File","Tamil","Tamil","1935","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_9/1.jp2/full/!600,300/0/default.jpg"
"52","Tax Notebook 10 [1938]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (the number of pages cannot be determined, height 27 cm, width 14.5 cm) 14 pages filled in.                                                          View images from this file (29)                                    ","EAP314/8/5/10","29 TIFF images","Book","File","Tamil","Tamil","1938","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_10/1.jp2/full/!600,300/0/default.jpg"
"53","Tax Notebook 11 [1939]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 27 cm, width 17 cm) 24 pages filled in.                                                          View images from this file (48)                                    ","EAP314/8/5/11","48 TIFF images","Book","File","Tamil","Tamil","1939","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_11/1.jp2/full/!600,300/0/default.jpg"
"54","Tax Notebook 12 [1939]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 1 account maintenance notebook (192 pages, height 27 cm, width 17 cm) 48 pages filled in.                                                          View images from this file (97)                                    ","EAP314/8/5/12","97 TIFF images","Book","File","Tamil","Tamil","1939","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_12/1.jp2/full/!600,300/0/default.jpg"
"55","Tax Notebook 13 [1929]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. One blank notice which is used to invite the disciples to pay the ritual tax and get the blessing from the mutt. 1 account maintenance notebook (192 pages, height 32 cm, width 20.5 cm) 24 pages filled in.                                                          View images from this file (45)                                    ","EAP314/8/5/13","45 TIFF images","Book","File","Tamil","Tamil","1929","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_13/110.jp2/full/!600,300/0/default.jpg"
"56","Tax Notice [1930s]","        This file contains the village names and the different clan group names as well as the disciples names who have paid the ritual tax and its amount. 2 handwritten and printed paper documents.                                                          View images from this file (3)                                    ","EAP314/8/5/14","3 TIFF images","Document","File","Tamil","Tamil","1930s","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_8_5_14/1.jp2/full/!600,300/0/default.jpg"
"57","Vigilance Right","        This file has 1 copper plate related to vigilance rights over three village and three measurement of land. 1 copper plate.                                                          View images from this file (2)                                    ","EAP314/9/1","2 TIFF images","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_9_1/1.jp2/full/!600,300/0/default.jpg"
"58","Temple dispute documents [1898-1930]","        This file has 2 handwritten documents dealing the temple dispute. Two groups are fighting for the rights over the honour given in the Sundaravalli Amman temple. 2 handwritten legal size bond paper documents (height 35.56 cm/width 21.59 cm). The documents have been laminated by the document holder.                                                          View images from this file (4)                                    ","EAP314/10/1","4 TIFF images","Document","File","Tamil","Tamil","1898-1930","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_10_1/1.jp2/full/!600,300/0/default.jpg"
"59","Land transaction documents [1890-1943]","        This file has 20 handwritten documents of land transactions and land mortgages. 20 handwritten legal size bond paper documents (height 35.56 cm/width 21.59 cm) and other formats. Part of the documents have been laminated by the document holder.                                                          View images from this file (37)                                    ","EAP314/10/2","37 TIFF images","Document","File","Tamil","Tamil","1890-1943","Access is for research purposes only","https://images.eap.bl.uk/EAP314/EAP314_10_2/1.jp2/full/!600,300/0/default.jpg"
