"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"11","Rāmacandrābiṣeka - Sana 1225 [1818]","        Bangla legend and poem (kāvya) about the coronation of the epic king and Hindu deity Rāma. Cotton and wood pulp paper; poor condition, unbound. 17 x 47 cm; 107 folios (25 folios missing). Notes and numbers written on manuscript by modern Bengali scholars: Kra No. 787. Author: Brāhmaṇa Bhabhānīdāsa. Scribe: Śrī [?] Śarmma (first name obscured).                                                          View images from this file (214)                                    ","EAP683/1/1/11","214 Tiff images","NA","File","Bengali","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_11/1.jp2/full/!600,300/0/default.jpg"
"12","Vyavasthāsārasaṃgraha","        Manual of specific rites and their associated rules of dharma, such as widow burning (sati), offerings to ancestors, death rites (śrāddha), and many others. Cotton and wood pulp paper; poor condition, unbound. 8 x 38 cm; 106 folios (12 folios missing). Notes and numbers written on manuscript by modern Bengali scholars: Kra: 462; Dharmma: 111 Vi. Author: Rāmagovinda Śrammā.                                                          View images from this file (208)                                    ","EAP683/1/1/12","208 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_12/1.jp2/full/!600,300/0/default.jpg"
"13","Dāyasaṃgraha","        Manual that is a collection of rites and their associated rules and laws (dharma), especially those rites for overcoming mistakes and negative actions performed in daily life as well as during rituals, called prāyaścitta. Rites are especially focused on killing and include those performed for having killed or murdered a Brahman, a Kṣatriya, a cow, a woman, as well as a woman who has had an abortion, and others. Cotton and wood pulp paper; moderate condition, unbound. Two covers made of some kind of modern particle board. 8 x 48 cm; 160 folios. Alternate title Smṛtisāratattvam written on cover notes. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 500; Dharmma: 149 Vi.                                                          View images from this file (311)                                    ","EAP683/1/1/13","319 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_13/1.jp2/full/!600,300/0/default.jpg"
"14","Vyavasthāsārasaṃgraha","        Manual of specific rites and their associated rules of dharma, such as observances during the night of Śiva (Śivaratri), birth predictions, widow burning (satī), offerings to ancestors, and many others. 5 images are missing from the digital copy: recto side for folios 3, 17, 23, 24, and 25, but appear in the original manuscript. Cotton and wood pulp paper; poor condition, unbound; cardboard cover used to support manuscript. 11 x 43; 105 folios. Author's father's name was Rāmagopāla Cakravartī and his home was in the village of Vāṇicāmata. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 465; Vi: 114.                                                          View images from this file (194)                                    ","EAP683/1/1/14","211 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_14/1.jp2/full/!600,300/0/default.jpg"
"15","Sauptikaparvan","        Section of the Mahābhārata, book 10, dealing with the aftermath of the great war, wherein the Brahman turned warrior Aśvatthāman decides to attack the Paṇḍava camp and has an encounter with the Hindu deity Śiva from whom he receives great power. Cotton and wood pulp paper; poor condition, unbound; cotton cover used to wrap manuscript. 17 x 49 cm; 4 folios. Number written on manuscript by modern Bengali scholars: 1603.                                                          View images from this file (9)                                    ","EAP683/1/1/15","9 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_15/1.jp2/full/!600,300/0/default.jpg"
"16","Sītā uddhāra - Sana 1234, 15 Kartik [October 30 1827]","        Section from Kṛttibāsa's Bengali version of the Rāmāyaṇa, the Laṇkā khaṇḍa; inspired by the original Sanskrit version. It that focuses on the figure of Sītā after the death of Rāvaṇa where she meets the demon's wife. Cotton and wood pulp paper; poor condition, unbound. 14 x 40 cm; 18 folios. Number written on manuscript by modern Bengali scholars: 1617. Author: Kṛttibāsa.                                                          View images from this file (36)                                    ","EAP683/1/1/16","38 Tiff images","NA","File","Bengali","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_16/1.jp2/full/!600,300/0/default.jpg"
"17","Jagannāthavijaya - Sana 1259, 8 Bhādra, roj robibar bela derprahar [August 23 1852]","        Story about Kṛṣṇa, his brother Balarāma, and Subhadrā and how the god Jagannātha came into being and was composed of these three Hindu deities. Cotton and wood pulp paper; moderate condition, unbound. 13 x 35 cm; 30 folios. Number written on manuscript by modern Bengali scholars: 1457. Author: Dvijamukuṇḍa. Scribe: Rāmacandra Kirttantā, (son of Kālidāsa Kirttantā).                                                          View images from this file (55)                                    ","EAP683/1/1/17","61 Tiff images","NA","File","Bengali","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_17/1.jp2/full/!600,300/0/default.jpg"
"18","Kavacasaṃgraha","        Collection of kavacas, a kind of sacred amulet in written form used in rites and rituals for preventing bad things from happening. There are about 15 different kavacas many of them drawings with protective mantras written inside along with instructions for performing rites and a list of ingredients having medical and ritual purposes (such as salt, fruits, and spices). Kavacas include those dedicated to the deities Narasiṃha and Durgā, as well as others. They were used for preventing miscarriages, disease among cows, fever, and other calamities. There are two distinct folios from two separate scribes and of different sizes. Cotton and wood pulp paper; fair condition, unbound. 9 x 42 and 24 x 38 cm; 2 folios. Scribe: Kālīkāṇṭha Śarmman.                                                          View images from this file (4)                                    ","EAP683/1/1/18","4 Tiff images","NA","File","Sanskrit, Bengali","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_18/1.jp2/full/!600,300/0/default.jpg"
"19","Dolayātrātattva","        Manual of rules (dharma) about a festival associated with the Hindu god Kṛṣṇa. Cotton and wood pulp paper; moderate condition, unbound. 10 x 22 cm; 4 folios. Notes and numbers written on manuscript by modern Bengali scholars: no. Kra: 1818; Vi: 293. Author: Raghunandana Bhaṭṭācārya.                                                          View images from this file (7)                                    ","EAP683/1/1/19","9 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_19/3.jp2/full/!600,300/0/default.jpg"
"20","Citrabandhakāvya","        Picture poems include drawings of a horse, the demon Rāvaṇa, peacock, elephant, a sword, a fish, and a chariot. The poems are written beside the drawings and then rewritten as a kind of word puzzle inside of the drawing. Manuscript is badly damaged by rats. Cotton and wood pulp paper; poor condition, unbound. 12 x 40 cm; 5 folios.                                                          View images from this file (10)                                    ","EAP683/1/1/20","11 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_20/1.jp2/full/!600,300/0/default.jpg"
"21","Vidagdhamukhamaṇḍaṇa","        A Kind of Sanskrit poem (kāvya), in which the verses (ślokas) are not interrelated, and each one has two meanings, like a kind of poetic riddle. Verses explore themes from the Mahābhārata and other mythology. Cotton and wood pulp paper; fair condition, unbound. 8 x 35; 8 folios. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 3164; Kāvya: 200.                                                          View images from this file (16)                                    ","EAP683/1/1/21","17 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_21/1.jp2/full/!600,300/0/default.jpg"
"22","Vidagdhamukhamaṇḍaṇa","        A Kind of Sanskrit poem (kāvya), in which the verses (ślokas) are not interrelated, and each one has two meanings, like a kind of poetic riddle. Verses explore themes from the Mahābhārata and other mythology. Unknown commentary notes are written in the margins to aid in discerning the hidden meaning. Cotton and wood pulp paper; fair condition, unbound. 8 x 37 cm; 7 folios. Notes and numbers written on manuscript by modern Bengali scholars: No. Kra: 5697; Kāvya: 367. Scribe: Kālīkāṇṭha Śarmman.                                                          View images from this file (14)                                    ","EAP683/1/1/22","15 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_22/1.jp2/full/!600,300/0/default.jpg"
"23","Vidagdhamukhamaṇḍaṇa","        A Kind of Sanskrit poem (kāvya), in which the verses (ślokas) are not interrelated, and each one has two meanings, like a kind of poetic riddle. Verses explore themes from the Mahābhārata and other mythology. Cotton and wood pulp paper; poor condition, unbound. 9 x 39 cm; 6 folios. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 569; Kāvya: 365.                                                          View images from this file (13)                                    ","EAP683/1/1/23","13 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_23/1.jp2/full/!600,300/0/default.jpg"
"24","Vidyāsundarakāvya","        Dialogue in poetic verse between the figures Vidyā, a princess and Sundara a prince. Manuscript contains only a small section of Bhāratacandra's larger poem. Cotton and wood pulp paper; moderate condition, unbound. 8 x 42 cm; 2 folios. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 5700; Kāvya: 370. Author: Bhāratacandra Rāya.                                                          View images from this file (5)                                    ","EAP683/1/1/24","5 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_24/1.jp2/full/!600,300/0/default.jpg"
"25","Vidagdhamukhamaṇḍaṇa","        A Kind of Sanskrit poem (kāvya), in which the verses (ślokas) are not interrelated, and each one has two meanings, like a kind of poetic riddle. Verses explore themes from the Mahābhārata and other mythology. Unknown commentary notes are written in the margins to aid in discerning the hidden meaning. Cotton and wood pulp paper; fair condition, unbound. 9 x 36 cm; 4 folios. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 3163; Kāvya: 199.                                                          View images from this file (9)                                    ","EAP683/1/1/25","9 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_25/1.jp2/full/!600,300/0/default.jpg"
"26","Vidvanmodataraṅgiṇī","        Work of poetry (kāvya) with philosophical themes. Cotton and wood pulp paper; poor condition, unbound. 8 x 40 cm; 32 folios. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 3161; Kāvya: 197. Scribe: Kālīkāṇṭha Śarmman.                                                          View images from this file (60)                                    ","EAP683/1/1/26","69 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_26/2.jp2/full/!600,300/0/default.jpg"
"27","Vidagdhamukhamaṇḍaṇa","        A Kind of Sanskrit poem (kāvya), in which the verses (ślokas) are not interrelated, and each one has two meanings, like a kind of poetic riddle. Verses explore themes from the Mahābhārata and other mythology. Unknown commentary notes are written in the margins to aid in discerning the hidden meaning. Cotton and wood pulp paper; moderate condition, unbound. 8 x 43 cm; 4 folios. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 2396; Vi: 156.                                                          View images from this file (8)                                    ","EAP683/1/1/27","8 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_27/1.jp2/full/!600,300/0/default.jpg"
"28","Vidagdhamukhamaṇḍaṇa; Gāyatrīsāpoddhāra","        A Kind of Sanskrit poem (kāvya), in which the verses (ślokas) are not interrelated, and each one has two meanings, like a kind of poetic riddle. Verses explore themes from the Mahābhārata and other mythology. Unknown commentary notes are written in the margins to aid in discerning the hidden meaning.; the final verse and colophon of a second work, the Gāyatrīsāpoddhāra, is found at the beginning (f. 1r); this is a text employed for removing curses, possibly using the Gāyatrī mantra. Cotton and wood pulp paper; moderate condition, unbound. 9 x 41 cm; 4 folios and wooden covers. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 3639; Kāvya: 114.                                                          View images from this file (11)                                    ","EAP683/1/1/28","12 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_28/1.jp2/full/!600,300/0/default.jpg"
"29","Padāṅkadūta - Sana 1244, 4th of Caitra, 12 Maghi (full moon day) [March 18th, 1888]","        Poem written from the perspective of a gopī (cowherdess) who longs to be with Kṛṣṇa and encounters his footprint (padāṅka) which she treats as the messenger (dūta) of the god who will send her love and emotion to him. Cotton and wood pulp paper; fair condition, unbound. 10 x 38 cm; 24 folios and 2 covers of particle board. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 120; Kāvya: 17 (f. 1r). Owner of original material: Caitanyacaraṇa Śarmmana. Scribe: Caitanyacaraṇa Śarmmana.                                                          View images from this file (48)                                    ","EAP683/1/1/29","50 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_29/1.jp2/full/!600,300/0/default.jpg"
"30","Ātmabodha","        Philosophical treatise titled Knowledge of the Self, a summary of Advaita (non-dualism) Vedānta doctrine, typically attributed to Śaṅkarācārya, although likely written by one of his followers. Cotton and wood pulp paper; fair condition, unbound. 9 x 36 cm; 6 folios with a cover made of particle board. One of the digital images is missing. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 693; Veda: 2. Author: Śaṅkarācārya.                                                          View images from this file (11)                                    ","EAP683/1/1/30","13 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_30/1.jp2/full/!600,300/0/default.jpg"
"31","Lambodarāṣṭaka - Sana 1303, 18 Vaiśākha [May 1st, 1896]","        Devotional text dedicated to the elephant-headed Hindu deity Gaṇeśa going by the name of Lambodara (the potbellied one); unknown commentary running above and below the root text. Cotton and wood pulp paper; poor condition, unbound. 8 x 34 cm; 5 folios with newspaper wrapper. Notes and numbers written on manuscript by modern Bengali scholars: Stava: 470; Kra: 5532. Owner of original material: Rajanīkānta Bhaṭṭācārya. Scribe: Kṛṣṇacaraṇa Śarmmaṇa.                                                          View images from this file (8)                                    ","EAP683/1/1/31","9 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_31/1.jp2/full/!600,300/0/default.jpg"
"32","Kālikānāmnasahasra","        Manuscript used in rites of prayer dedicated to the goddess Kālī, containing 1,000 of her names to be recited. Palm leaf; poor condition, unbound. 4 x 29 cm; 25 folios (f. 1-15, 17-26), folio 16 missing from manuscript; cotton wrapper. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 873; Vi: 21.                                                          View images from this file (45)                                    ","EAP683/1/1/32","52 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_32/1.jp2/full/!600,300/0/default.jpg"
"33","Nīrālamvastava","        Work of praise (stava) and devotion meant to be recited, but drawing on broad philosophical themes and attributed to the Hindu philosopher Śaṅkarācārya, but likely written by a follower of Advaita. The end of the Narasiṃhakavaca is found at the beginning of the manuscript (f. 1r), suggesting that this stava was once part of a larger manuscript. Cotton and wood pulp paper; fair condition, unbound. 8 x 20 cm; 4 follios; particle board cover with notes. Given to Rāmamālā Library on March 22nd, 1939, from an unknown personal library. Notes and numbers written on manuscript by modern Bengali scholars: 197 /99 /703 Kra: 894; Vi: 41. Author: Śaṅkarācārya (attributed name).                                                          View images from this file (10)                                    ","EAP683/1/1/33","10 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_33/1.jp2/full/!600,300/0/default.jpg"
"34","Gurugītā","        Manuscript used for recitation in rites of praise of spiritual teachers (gurus). Cotton and wood pulp paper; moderate condition, unbound. 9 x 43 cm; 10 folios; cotton wrapper. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 3774; stava: 285; 400 naḥ. Scribe: Brahmānanda Śarmmaṇa from Rājāpura (town in the modern city of Khulna).                                                          View images from this file (18)                                    ","EAP683/1/1/34","21 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_34/2.jp2/full/!600,300/0/default.jpg"
"35","Rucistava - Sana 129[?], likely 1290-1299 [1883-1892]","        Text praising various Vedic deities and containing a discourse of the mythological figure Mārkaṇḍeya. The Vedic god of creation, Prajāpati, is singled out, in particular. Those who recite the work of praise (stava) will see benefits in heath of themselves and their children and grandchildren. A curse warning against theft of the manuscript is found in the post-colophon. Cotton and wood pulp paper; moderate condition, unbound. 10 x 23 cm; 3 folios; cotton wrapper. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 1486; Vi: 112.                                                          View images from this file (7)                                    ","EAP683/1/1/35","7 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_35/1.jp2/full/!600,300/0/default.jpg"
"36","Mahātripurasundarīsahasranāmastorta","        Text praises a form of the goddess Kālī, Mahātripurasundarī, and includes 1000 of her various names, meant for recitation. Machine made paper; moderate condition, unbound. 11 x 36 cm; 14 folios; newspaper wrapping. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 2991; Vi: 206; naḥ.                                                          View images from this file (27)                                    ","EAP683/1/1/36","29 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_36/1.jp2/full/!600,300/0/default.jpg"
"37","Mahāpratyaṅgirāstotra - Śaka 1680 [1758]","        Text describing and praising the goddess Mahāpratyaṅgirā, a terrible form of a goddess connected to the Śarabha mythology of Śiva who helped to pacify Narasiṃha, the lion avatāra of Viṣṇu; text takes the form of a dialogue between Śiva and Pārvatī. Contains mantras used to ask favors of the goddesses to defeat enemies and to protect one's family; contains a description of the goddess as one who drinks blood and eats flesh and who is equated with many other major goddesses such as Caṇḍī; there is part of a second manuscript (f. 6-7) that is likely the same text as the first. Cotton and wood pulp paper; fair condition, unbound. 8 x 29 cm; 12 folios; newspaper wrapping. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 2994; Vi: 209; 168 naḥ. Scribe: Yajñeśvara Śarmmaṇa.                                                          View images from this file (22)                                    ","EAP683/1/1/37","25 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_37/1.jp2/full/!600,300/0/default.jpg"
"38","Ānandalaharīstuti - Śaka [17]53 [1831]","        Text known as the 'Wave of enjoyment' and is in praise of the Hindu goddess Pārvatī; though attributed the Hindu philosopher Śaṅkarācārya, it was more likely written by a later follower. Cotton and wood pulp paper; moderate condition, unbound. 9 x 40 cm; 13 folios; newspaper wrapping. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 3731; stava: 241. Author: Śaṅkarācārya (attributed name). Scribe: Kṛṣṇeśvara Śarmaṇa.                                                          View images from this file (26)                                    ","EAP683/1/1/38","27 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_38/1.jp2/full/!600,300/0/default.jpg"
"39","Śītalāstotra","        Text devoted to the praise of a Hindu goddess of disease and small pox named Śītalā; manuscript used for recitation in rites related to kavaca, a kind of protective amulet to help prevent illness. Cotton and wood pulp paper; fair condition, unbound. 6 x 32 cm; 1 folio; newspaper wrapping. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 3013; Vi: 228. Scribe: Yadunandana Śarmmā.                                                          View images from this file (3)                                    ","EAP683/1/1/39","3 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_39/1.jp2/full/!600,300/0/default.jpg"
"40","Mātṛstava","        Text in praise of Mother earth (Mātṛdharitrī). Cotton and wood pulp paper; fair condition, unbound. 7 x 26 cm; 1 folio; newspaper wrapping. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 2997; Vi: 212.                                                          View images from this file (2)                                    ","EAP683/1/1/40","3 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_40/1.jp2/full/!600,300/0/default.jpg"
"41","Maheśvarakavaca","        Text praising the Hindu god Śiva (named Maheśvara); the recitation of the prayers is performed during the rites of the protective kavaca, a kind of amulet employing mantras and prayers. Cotton and wood pulp paper; moderate condition, unbound. 9 x 43 cm; 3 folios; newspaper wrapper. Notes and numbers written on manuscript by modern Bengali scholars: Kra: 2996; Vi: 211; 109 naḥ.                                                          View images from this file (7)                                    ","EAP683/1/1/41","7 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_41/1.jp2/full/!600,300/0/default.jpg"
"42","Vivāhatattva","        Manual with instructions and rules (dharma) for rites and ceremonies related to marriage. Contains a commentary running above and below the root text. Cotton and wood pulp paper; fair condition, unbound. 8 x 36 cm; 55 folios; newspaper wrapper. Notes and numbers on manuscript in modern Bengali hand: Kra: 6059; Dharmma: 822. Author: Raghunandana Bhaṭṭācārya, son of son of Harihara Bhaṭṭācārya. Scribe: Gaurīkānta Devaśarmmaṇa.                                                          View images from this file (96)                                    ","EAP683/1/1/42","99 Tiff images","NA","File","Sanskrit","Bengali","2014","Access is for research purposes only.","https://images.eap.bl.uk/EAP683/EAP683_1_1_42/1.jp2/full/!600,300/0/default.jpg"
