"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"23","Mantra [c18th century]","

        This manuscript contains mantra to be recited by priests alluding to Lengdon, Then Kham, Ja+S5singpha and Sen Kham. The bck side of the first folio has names of some Lak Ni years.

                  
            
              
              View images from this file (12)
            
          
              ","EAP373/52/6","12 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"24","Mantra","

        This is compilation of two manuscripts. The first one is Tup Kai Puthi and the second one is Paat Mo Rong. The content in the Tup Kai maunscript contains a story of the creation of theTai race by Phra Lai Pet by sending his daughters to earth. The Paat Mo Rang contains mantra to be recited by priests to call Gods to take the offerings made to them. Din Pet month (8th month).

                  
            
              
              View images from this file (15)
            
          
              ","EAP373/52/7","15 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"25","Ngi Kham [c18th century]","

        This manuscript is about the support offered to the people of the king who is called Chau Ngi Kham, and it is all about all the things which are provided for that kingdom. The phrase chau ngi vi 'oh Lord Ngi (2nd son)' is found in this text.

                  
            
              
              View images from this file (27)
            
          
              ","EAP373/52/8","26 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"26","Baag Dam Puthi [c18th century]","

        This manuscript contains mantra alluding to ancestors seeking their blessings. The ancestors are offered different kinds of things like 7 buffaloes, 7 big pigs, 7 small pigs, 140 chicken, 140 piegons, 140 eggs and 7 white cows. It is further mentioned that these offerings were made at Che Rai Deo which was capital of the Ahoms at that time.

                  
            
              
              View images from this file (25)
            
          
              ","EAP373/52/9","25 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"27","Sai Pha Bidhi [c18th century]","

        This manuscript is recited in the Sai Pha puja. It contains mantra alluding to the household diety for the well being of the family of the house where this ceremony is conducted.

                  
            
              
              View images from this file (12)
            
          
              ","EAP373/52/10","12 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"28","Um Pha Bidha","

        This manuscript is recited in the Om Pha puja. And this is a very rare copy of the original Sasi bark Om Pha puja manuscript. It contains mantra alluding to Lengdon and other Gods for the well being of the country. Din Sam month (3rd month).

                  
            
              
              View images from this file (26)
            
          
              ","EAP373/52/11","26 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"29","Unknown Story [c18th century]","

        The content in this manuscript is about Lengdon and his kingdom. Unknown content. Medini suggested that it was similar to books sometimes called Lakni Kham, and it was also termed 'Novel' when we photographed it. On image 0041, the bottom of the page contains the phrase kam ran nging phai pha rom kan, 'at that time, in the corner of the side of the sky, they gathered together'. The last page, which is written in what appears to be a different hand, contains the phrase mo lai ba po hori, which is probably the name of the copyist. Medini believes it might have been copied by Bapurum Betaram, the copyist of MaLikha Lit.

                  
            
              
              View images from this file (58)
            
          
              ","EAP373/52/12","58 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"30","2 Folios [18th century]","

        The folios are part of a ThamTang manuscript. The text is about the origin of the holy chicken. It has been observed that there is frequent use of the word kai meaning chicken in the folios.

                  
            
              
              View images from this file (4)
            
          
              ","EAP373/53/1","4 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"31","Lak Ni Rai Ju Dai [18th century]","

        The content in this manuscript is similar to Sang Han. It is about indications to good and bad happenings.

                  
            
              
              View images from this file (27)
            
          
              ","EAP373/53/2","19 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"32","Nang Khai [1789-90]","

        It contains the story of Kun Deo in which Kun Deo marries the daughter of Lengdon. This is thus similar to the manuscript of Baparam Hatibaruah (EAP373_BaparamHatiBaruah_NangKhai). Lak Ni Kap San year, corresponding to 1789-90, and it is recorded to be a Friday according to the Hindu calendar.

                  
            
              
              View images from this file (52)
            
          
              ","EAP373/53/3","52 tiff images","Manuscript","File","Tai languages","Ahom","1789-1790","Access is for research purposes only."
"33","Sang Han [18th century]","

        This manuscript is about indications to good and bad happenings.

                  
            
              
              View images from this file (61)
            
          
              ","EAP373/53/4","61 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"34","Tham Tang [18th century]","

        This manuscript contains chantings to the ancestors. In image 0002, there is chanting alluding to the holy ones, calling them to come to the platform where they made offerings like flowers to them.

                  
            
              
              View images from this file (40)
            
          
              ","EAP373/53/5","40 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"35","Tham Tang [18th century]","

        This manuscript contains a mantra to be recited in ceremonies like Jasingpha and Du Kai Seng. The special thing about this ceremony is that chickens are offered and it is believed that the chickens die when mantras are recited from this manuscript. There is frequent mention of Ten Na Kai Oi meaning ""truly chicken oh!"".

                  
            
              
              View images from this file (12)
            
          
              ","EAP373/54/1","12 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"36","Fragments [18th century]","

        The content in these folios are not readable as they have been rubbed off.

                  
            
              
              View images from this file (6)
            
          
              ","EAP373/54/2","6 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"37","Tham Tang [18th century]","

        This is a Tham Tang manuscript. Its content is similar to other Tham Tang manuscripts.

                  
            
              
              View images from this file (6)
            
          
              ","EAP373/54/3","6 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"38","Fragments [18th century]","

        This manuscript contains the geneology of Lengdon and his establishment of the Tai kingdom in Mung Kang. In image 0038, it is written that in Mung Kang there was no kingand so he sent his two sons Khun Lung Khun Lai to Mung Kang to establish the Tai kingdom.

                  
            
              
              View images from this file (60)
            
          
              ","EAP373/54/4","60 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"39","Fragments [18th century]","

        This manuscript is about different kinds of signs leading to different kinds of happenings. For instance, in image 0038, it is written about a particular kind of reptile that if it enters anyone's house, the owner of the house may die. Further, there is also a mantra to purify water for bathing.

                  
            
              
              View images from this file (38)
            
          
              ","EAP373/54/5","38 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"40","Fragments [18th century]","

        These fragments relate to different subjects. Folios photographed in image 0001-0002 is Aap Naam, 0003-0004 is Sang Han, 0005-0009 is ThamTang.

                  
            
              
              View images from this file (18)
            
          
              ","EAP373/54/6","18 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"41","Nang Khai [18th century]","

        It is similar to the other Nang Khai manuscripts. It contains the story of Kun Deo who married Lengdon's daughter Ka Pha Enga.

                  
            
              
              View images from this file (13)
            
          
              ","EAP373/54/7","13 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"42","Tham Tang [1760-61 or 1820-21]","

        This is similar to the other Tham Tang manuscripts. Lak Ni Dap Sav, which corresponds to 1820-21, or possibly 60 years early 1760-61. Dated with the Lakni calendrical system. This refers to the repeating 60 year cycle (see Terwiel 1981, Morey 2015), which is repeated. Thus a manuscript dated Lakni Khut Mit, could be 1695-6, 1755-6 or 1815-6. (The exact alignment of Lakni years with the Gregorian Calendar varies one or two years by different calculations).

                  
            
              
              View images from this file (14)
            
          
              ","EAP373/54/8","14 tiff images","Manuscript","File","Tai languages","Ahom","1760-1821","Access is for research purposes only."
"43","Fragments [18th century]","

        These fragments are a compilation of Pen Ka ka and Tham Tang. Folios photographed in image 0001-0004 and 0007-0008 is Pen Ka Ka. And the folio in image 0005-0006 is Tham Tang.

                  
            
              
              View images from this file (8)
            
          
              ","EAP373/54/9","8 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"44","Fragments [18th century]","

        The content in these folios relate to Tham Tang.

                  
            
              
              View images from this file (6)
            
          
              ","EAP373/54/10","6 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"45","Fragments [18th century]","

        This manuscript is a Deo Buranji. The text in it is about Lengdon and other Gods. It contains stories of the Gods and the universe before the coming of Khun Lung Khun Lai to earth.

                  
            
              
              View images from this file (32)
            
          
              ","EAP373/54/11","32 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"46","Fragments [18th century]","

        This manuscript contain mantras to shed away evil. In image 0015, line 7, it is written ru lai ka tha nai cham mov mvn khun phi phu leng sau nung khiw then chang meaning all evil of the evil spirit pass (may) to the forest.

                  
            
              
              View images from this file (64)
            
          
              ","EAP373/54/12","64 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"47","Fragments [18th century]","

        The content on this manuscript is not decipherable.

                  
            
              
              View images from this file (2)
            
          
              ","EAP373/54/13","2 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"48","Fragments [18th century]","

        The content in this manuscript is about the creation of the different Gods from the golden eggs. There is also mention about the creation the golden lotus in this manuscript.

                  
            
              
              View images from this file (6)
            
          
              ","EAP373/54/14","6 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"49","Fragments [18th century]","

        The content in this manuscript is not decipherable.

                  
            
              
              View images from this file (32)
            
          
              ","EAP373/54/15","32 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"50","Fragments [18th century]","

        This is a Tham Tang manuscript. Its content is similar to other Tham Tang manuscripts.

                  
            
              
              View images from this file (12)
            
          
              ","EAP373/54/16","12 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"51","Fragments [18th century]","

        This is a damaged manuscript and so the content written on it is not decipherable.

                  
            
              
              View images from this file (18)
            
          
              ","EAP373/54/17","18 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"52","Aap Naam [18th century]","

        This manuscript contains mantra to purify water for bathing to get rid of evil spirits or deseases.

                  
            
              
              View images from this file (8)
            
          
              ","EAP373/54/18","8 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"53","Fragments [18th century]","

        The content of this manuscript is not decipherable as it is badly damaged by insects. But it can be seen that there is frequent mention of khun Lingdon in the folios.

                  
            
              
              View images from this file (23)
            
          
              ","EAP373/54/19","23 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"54","Fragments [18th century]","

        These fragments are compilation of different manuscript. The content in the first folio contains historical information about the Ahom king Su Nyot Pha. The second two folios are fragments of the Khon Ming manuscript which have mantras for calling of khons or spirits.

                  
            
              
              View images from this file (6)
            
          
              ","EAP373/54/20","6 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"55","Aap Tang [18th century]","

        This manuscript contains mantra to purify water for bathing. It is believed that bathing with this helps in getting rid of deseases or evil spirits.

                  
            
              
              View images from this file (8)
            
          
              ","EAP373/54/21","8 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"56","Lak Ni Kham [18th century]","

        This content in this manuscript contains calculation of the Lak Ni calendar. In image 0007.tiff, it is written that Rai Mit is the year of the tiger and Tao Si is the year of the elephant.

                  
            
              
              View images from this file (38)
            
          
              ","EAP373/54/22","38 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"57","Lit Leng Don [18th century]","

        This manuscript contain alludings to Lengdon.

                  
            
              
              View images from this file (12)
            
          
              ","EAP373/54/23","12 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"58","Lit Sang Han [18th century]","

        This manuscript contains predictions different unnatural happenings. For instance, it is written that if a child is born on the Ban Rau (third day) then his spirit lives with God.

                  
            
              
              View images from this file (3)
            
          
              ","EAP373/54/24","3 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"59","Unknown Story [18th century]","

        This manuscript is about Lengdon.

                  
            
              
              View images from this file (36)
            
          
              ","EAP373/54/25","36 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"60","Unknown Story [18th century]","

        This manuscript is a compilation of different manuscripts. The first folio appears to be a folio of Sang Han manuscript. It is has predictions about different unnatural happenings.

                  
            
              
              View images from this file (16)
            
          
              ","EAP373/54/26","16 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"61","Bar Amra [c18th century]","

        This is a dictionary manuscript.

                  
            
              
              View images from this file (43)
            
          
              ","EAP373/55/1","43 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"62","Buranji [c18th century]","

        It contains the story of Lengdon sending Khun Lung Khun Lai to earth. It is written that Jasingpha advices them to make offerings to Lengdon. The first year she advices to offer elephent, the following year buffalo and this way continue to make offerings which will also be accepted by 8 million Gods. Thus they will be able to rule the kingdom of Mung Kang prosperously.

                  
            
              
              View images from this file (40)
            
          
              ","EAP373/55/2","40 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"63","Buranji [c18th century]","

        It records a list of different kings. It records that King Tao Singa was succeeded by his brother Tau Lulu , followed by Tao Nga, followed by his son Tao Khun Mung , followed by Chao Tai Pung who was followed by Chao Tai Lung.

                  
            
              
              View images from this file (9)
            
          
              ","EAP373/55/3","9 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"64","Deo Buranji [c18th century]","

        This manuscript is about the story of Lengdon before sending Khun Lung Khun Lai to earth.

                  
            
              
              View images from this file (43)
            
          
              ","EAP373/55/4","43 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"65","Deo Buranji Chapter 1 [1770-71]","

        This manuscript is about the story of Lengdon before sending Khun Lung Khun Lai to earth. This is the same as Chapter 1 of the published Ahom Buranji. Lak Ni Kham Mvng Nap Pau, correponds to 1770-71.

                  
            
              
              View images from this file (36)
            
          
              ","EAP373/55/5","36 tiff images","Manuscript","File","Tai languages","Ahom","1770-1771","Access is for research purposes only."
"66","Deo Buranji [c18th century]","

        This manuscript is about the story of Lengdon before sending Khun Lung Khun Lai to earth.

                  
            
              
              View images from this file (16)
            
          
              ","EAP373/55/6","16 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"67","Du Kai Seng [c18th century]","

        This is a fortune telling manuscript. There are images of pairs of chicken legs with thin bamboo sticks attached to them. And depending on these images, the placement of the bamboo sticks, fortune telling and procastination of any kind of good or bad happenings are done.

                  
            
              
              View images from this file (152)
            
          
              ","EAP373/55/7","152 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"68","Phat Mo Rang [c18th century]","

        This manuscript contains mantra to call Gods and Godesses to come and accept their offerings.

                  
            
              
              View images from this file (10)
            
          
              ","EAP373/55/8","10 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"69","Fragment [c18th century]","

        In this manuscript folio the different offerings made to Lengdon are mentioned like white elephant, white buffalo, white cow, chicken etc.

                  
            
              
              View images from this file (2)
            
          
              ","EAP373/55/9","2 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"70","Fragments [c18th century]","

        There is frequent mention of Chau Ngi throughout the folio. It can be assumed to be a fragment of the manuscript Lik Chau Ngi of Hara Phukan.

                  
            
              
              View images from this file (2)
            
          
              ","EAP373/55/10","2 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"71","Fragments [c18th century]","

        The content of this manuscript is about the creation story of the golden eggs from where different Gods came into being.

                  
            
              
              View images from this file (2)
            
          
              ","EAP373/55/11","2 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"72","Anna Di Ban Kham [c18th century]","

        This manuscript folio contain some kind of poetic chantting to recite moral and immoral doings.

                  
            
              
              View images from this file (2)
            
          
              ","EAP373/55/12","2 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"73","Fragments [c18th century]","

        These fragments contain a Dam Phi mantra. It is to be recited when offerings are made to the dead.

                  
            
              
              View images from this file (4)
            
          
              ","EAP373/55/13","4 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"74","Fragments [c18th century]","

        These fragments contains Hindu names of some of the kings like the Hindu name of Su Ram Pha is written as Bhoga Raja.

                  
            
              
              View images from this file (27)
            
          
              ","EAP373/55/14","27 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"75","Fragments [c18th century]","

        In this manuscript folio it is written about Lengdon sending a messenger Leng Sen to call Jasingpha to discuss about the middle country which has no Tai ruler. The text then continues that when Leng Sen arrived in the palace of Jasingpha he saw her weaving along with 300 assistants.

                  
            
              
              View images from this file (2)
            
          
              ","EAP373/55/15","2 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"76","Fragments [c18th century]","

        The content of this manuscript is not readable.

                  
            
              
              View images from this file (20)
            
          
              ","EAP373/55/16","20 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"77","Fragments [c18th century]","

        The content of this manuscript is not readable.

                  
            
              
              View images from this file (16)
            
          
              ","EAP373/55/17","16 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"78","Fragments [c18th century]","

        This manuscript contains Ahom history from the time of Sulik Pha, Supat Pha, Su Khung Pha and a few others.

                  
            
              
              View images from this file (22)
            
          
              ","EAP373/55/18","22 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"79","Fragments [c18th century]","

        This is a Lak Ni Kham manuscript.

                  
            
              
              View images from this file (37)
            
          
              ","EAP373/55/19","37 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"80","Fragments [c18th century]","

        This is also a Lak Ni Kham manuscript.

                  
            
              
              View images from this file (9)
            
          
              ","EAP373/55/20","9 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"81","Fragments [c18th century]","

        The content in image 0001 is buanji and the content image 0002-0002 is An Na Di Ban Kham.

                  
            
              
              View images from this file (3)
            
          
              ","EAP373/55/21","3 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"82","Khek Lai [c18th century]","

        The content in this manuscript is Buranji. It is about the coming of Khun Lung Khun Lai from heaven to Mung Ri Mung Ram i.e., the earth below. In image 0003, line 3, it is written khun lai lung ma tuk mung ri mung ram…. which means Khun Lung Khun Lai came to Mung Ri Mung Ram.

                  
            
              
              View images from this file (73)
            
          
              ","EAP373/55/22","73 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"83","Khon Ming Ayo Tula Puthi [c18th century]","

        This manuscript is similar to the other Khon Ming manuscripts. It contains mantra for calling of khons spirits. This contains the calling of the khon. It was originally named as Khon Ming Ayo Tala Puthi.

                  
            
              
              View images from this file (10)
            
          
              ","EAP373/55/23","10 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"84","Khon Ming Lung Phai [c18th century]","

        The content of this manuscript is same as Tileshwar Mohan's Khon Ming Lung Phai.

                  
            
              
              View images from this file (14)
            
          
              ","EAP373/55/24","14 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
"85","Khun Lung Khun Lai (Lai Jung Kham) [1774-75]","

        The content of this manuscript is Buranji.It is dated (image 0027) as Lakni Kat Kau, 8th month, in the days of Kamaleshwar Singha (1795-1811). The location is Song Su Kat (Jorhat, kat means market; jor in Assamese means a pair and this is song su in Ahom).The copyists name seems to be Modam Phuke, whose son is Horu Koi. The word Moramoriya follows, which shows that the writer was of Hindu religion, maybe. This book is named as 'creation' Pvn Ko Mvng, of Khun Lung and Khun Lai, followed by the words Lai Jung Kham (meaning unknown). The day of copying is then given, Tai day, Kap Ngi,Assamese day Huni (Saturday). The final sentence says 'if anybody begs this (book), don't give it, keep it hidden away (lak bai svng). The last line contains the words ja am (don't be silent). Lak Ni Kat Sav, eight month at the time of Kamaleshwar Singha (1795-1811) at Jorhat. However the year Kat Sav corresponds to 1774-75 so this is in error.

                  
            
              
              View images from this file (27)
            
          
              ","EAP373/55/25","27 tiff images","Manuscript","File","Tai languages","Ahom","1774-1775","Access is for research purposes only."
"86","Lak Ni Kham [c18th century]","

        The content of this manuscript is about the position of khon or spirit in the human body on different days of the month. It is mentioned that on the 17th day the spirit rests on the head, on the 18th day it rests on the neck, on the 19th day on the body, on the 20th day on the tongue, on the 21st day on the skin, on the 23rd day on the leg, on the 25th day palm and so on.

                  
            
              
              View images from this file (16)
            
          
              ","EAP373/55/26","16 tiff images","Manuscript","File","Tai languages","Ahom","18th century","Access is for research purposes only."
