"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"11","East India Company Land tax","        This palm-leaf document contains land details and taxation of the properties of kuTTilingkaiyanh, pookaiyanh, veLLaiyanh and others of velangkaaTu, kuLantaanh aNai and other surrounding villages. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 4cm, width 43cm; sideline perforation. 1 handwritten palm-leaf document (26 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (58)                                    ","EAP458/1/11/1","58 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_11_1/1.jp2/full/!600,300/0/default.jpg"
"12","East India Company Land tax","        This palm-leaf document contains land details and taxation for properties of muttukkumaara kavuNTanh, mutaliya kavuNTanh belonging to accuraama paaLaiyam, veLLooTu, paRaiyanh kal kuTTai.  Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 4cm, width 43cm; sideline perforation; few palm-leaves are broken. 1 handwritten palm-leaf document (15 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (36)                                    ","EAP458/1/12/1","36 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_12_1/1.jp2/full/!600,300/0/default.jpg"
"13","East India Company Land tax [1828-1842]","        This palm-leaf document contains a list of land tax collected by the East India Company and also provides details about the land tax payment of three land owners (pazanhimalai, muttukomaaranh, kantacaami kavuNTanh). Three stamp like marking in roman script are found (""ICW""twice and ""HFrere"" ). Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 60cm; sideline perforation; few palm-leaves are broken. 1 handwritten palm-leaf document (10 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): Jan 1828-Jan 1842                                                          View images from this file (26)                                    ","EAP458/1/13/1","26 digital images in TIFF format","Manuscript","File","Tamil","Tamil","1828-1842","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_13_1/1.jp2/full/!600,300/0/default.jpg"
"14","East India Company Land tax","        This palm-leaf document deals about land details and taxation for lands of vanjci teevanh, karuppa kavuNTanh, pazanhi kavuNTanh, uuttukkuLi kurukkaL belonging to to cottappaaRai, mocukaazi kaaTu, uuttukkuLi.  Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 60cm; sideline perforation; Many palm-leaves are broken. 1 handwritten palm-leaf document (96 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (52)                                    ","EAP458/1/14/1","52 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_14_1/1.jp2/full/!600,300/0/default.jpg"
"15","East India Company Land tax","        This palm-leaf document contains land details and taxation for properties of timma pooyanh, tirumalai pooyanh, aanhantanh, raama pooyanh, cinhnha pooyanh, iruLappanh, raakkiyaa kavuNTanh coming from various towns and villages (piTaariyuur, naamakkal, cenhnhimalai, perunturai). It also contains receipts issued for payment made by cinhnha pooyanh, tirumalai pooyanh and iruLappanh towards tank renovation work. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 4cm, width 43cm; sideline perforation; Except few most of the palm-leaves are broken. 1 handwritten palm-leaf document (33 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (20)                                    ","EAP458/1/15/1","20 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_15_1/1.jp2/full/!600,300/0/default.jpg"
"16","East India Company Land tax","        This palm-leaf document gives details about land and taxation for the properties of puucaari cella paNTaaram, naracaiyanh,ciinhivaaca puucaari, kiccayyanh coming from perunturai and veLLiccameeTu. A few palm-leaves are damaged and therefore not fully readable. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 66cm; sideline perforation; Few palm-leaves are broken. 1 handwritten palm-leaf document (76 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (158)                                    ","EAP458/1/16/1","158 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_16_1/1.jp2/full/!600,300/0/default.jpg"
"17","East India Company Land tax","        This palm-leaf document contains land details and taxation for the properties of vaala naayakkanh, caravaNa perumaaL, pericci muuppanh, karuppa kavuNTanh of vengkameeTu, cinhnha ariyaangkaaTu, periya ariyaangkaaTu, koTumaNal.  Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 71cm; sideline perforation. 1 handwritten palm-leaf document (52 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (109)                                    ","EAP458/1/17/1","109 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_17_1/1.jp2/full/!600,300/0/default.jpg"
"18","East India Company Land tax","        This palm-leaf document contains land details and taxation for the properties of kooTTai varataraaca perumaaL, vaala naayakkanh, paLLamaari, cinhnhiyaa kavuNTanh, eerukaazi muuppanh from the villages of koTimaNal, veLLaiyanyh paaRai, tulukka paaRai. A few palm-leaves are damaged and therefore not fully readable.  Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 70cm; sideline perforation; Except few most of the palm-leaves are broken. 1 handwritten palm-leaf document (77 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (160)                                    ","EAP458/1/18/1","160 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_18_1/1.jp2/full/!600,300/0/default.jpg"
"19","Tree sale deed","        This palm-leaf document describes the sale of trees by manappaLi wife of kaaciyaa piLLai of kunnaattuur village, paalakkaaTu to the son of ayyaaNTiyaana piLLai of maNNanjceeri village. Some words in this palm-leaf are written in malayalam script. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 4cm, width 50cm; sideline perforation. 1 handwritten palm-leaf document (1 palm-leaf) Creation dates of original material (Gregorian and/or Tamil calendar): kollam/1028 (malayalam year); parithapi/maaci/26 (tamil year)                                                          View images from this file (8)                                    ","EAP458/1/19/1","8 digital images in TIFF format","Court & Legal records","File","Tamil, Malayalam","Tamil, Malayalam","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_19_1/1.jp2/full/!600,300/0/default.jpg"
"20","Village name listing","        This palm-leaf document describes the name of the villages (uurttokai) such as muulanuur, paaccaluur, paruttiuur, korraanuuur, pazanhiyuur etc. It also contains overall appearance of the bundle. All the palmleaves are very damaged hence very incomplete reading can be done.  Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 2cm, width 28cm; sideline perforation; few palm-leaves are broken while most of them are damaged. 1 handwritten palm-leaf document (5 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (16)                                    ","EAP458/1/20/1","16 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_20_1/1.jp2/full/!600,300/0/default.jpg"
"21","Carpenters work rights","        This palm-leaf document details the duties and work to be done by carpenters (aacaarikaL veRRippattaiyam) as well as their rights given to them by the villagers of kuruppi naaTu, civakaa puuNTi naaTu, orupangka naaTu, vaTakarai naaTu and meelkkarai puuvaaNi naaTu. Many of the leaves are badly damanged, hence complete reading can not be done Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 41cm; sideline perforation; most of the palm-leaves are broken. 001 handwritten palm-leaf document (8 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (22)                                    ","EAP458/1/21/1","22 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_1_21_1/1.jp2/full/!600,300/0/default.jpg"
"22","Notification for a religious gathering [1824-]","        This palm-leaf document is a notification to villagers encouraging them to participate in religious functions and events. It was written by three temple officiants citampareesvara cuvaamikaL, caamayooki and turkaa parameesvari. It gives details of the events and functions the villagers should attend in order to grow spiritually and become more virtuous. Physical characteristics/Extent and format of original material: 1 document consisting 42 handwritten palm-leaves Creation dates of original material (Gregorian and/or Tamil calendar): 1824 -rattaakshi/kaarttikai/05                                                          View images from this file (22)                                    ","EAP458/2/1/1","22 digital images in TIFF format","Manuscript","File","Tamil","Tamil","after 1824","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_2_1_1/1.jp2/full/!600,300/0/default.jpg"
"23","Water management [1820-1852]","        This palm-leaf document contains two pieces of correspondence. One sent by cayyatu ismaayil caayapu, Tahshildar of maTakkuLam to naaTTaamai cuppiramaNiya ceeruvaikkaaranh and vengkiTacaami of the village of atalai and the other; correspondence sent by cuppiramaNiya piLLai of Madurai to naaTTaamai karuppanha piLLai of teenhuur village about the management of the water tank for the irrigation of crops in atalai village. This information is available in the 2nd palm-leaf in the images 1, 2, 3 and 4. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 2cm, width 56cm; sideline perforation. 2 handwritten palm-leaf document (2 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): 1820-1852                                                          View images from this file (4)                                    ","EAP458/3/1/1","04 digital images in TIFF format","Manuscript","File","Tamil","Tamil","1820-1852","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_1_1/1.jp2/full/!600,300/0/default.jpg"
"24","Land details and payments","        This palm-leaf document gives details of land and payments made by vengkaNanh, muttucaamiyaa piLLai, muttu veelu piLLai and others. Includes two images showing the bundle of documents Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 2cm, width 67cm; sideline perforation. 1 handwritten palm-leaf document (21 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): no date                                                          View images from this file (18)                                    ","EAP458/3/1/2","18 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_1_2/1.jp2/full/!600,300/0/default.jpg"
"25","Water management [1820-1866]","        This palm-leaf document contains correspondence sent by the tahsildars (revenue administrative officer) of Maduraii taluk, maTakkuLam taluk and surrounding taluks to naaTTaamai's of atalai and surrounding villages regarding the management of atalai's water tank and distribution of water. This information is available in the 1st palm-leaf in the images 1, 2, 11, 12, 19, 20, 27, 28, 33, 34, 43, 44, 51 and 52; 2nd palm-leaf in the images 5, 6, 13, 14, 21, 22, 35, 36, 45, 46, 53 and 54; 3rd palm-leaf in the images 7, 8, 15, 16, 23, 24, 29, 30, 39, 40, 47, 48, 55, 56, 57 and 58; 4th palm-leaf in the images 9, 10, 17, 18, 25, 26, 31, 32, 37, 38, 41, 42, 49 and 50. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); varying sizes: height 3cm, width 44cm to height 3 cm, width 59cm; sideline perforation. 29 handwritten palm-leaf document (29 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): 1820-1866                                                          View images from this file (58)                                    ","EAP458/3/2/1","58 digital images in TIFF format","Manuscript","File","Tamil","Tamil","1820-1866","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_2_1/1.jp2/full/!600,300/0/default.jpg"
"26","Land details and payments [1876]","        This palm-leaf document gives details about the lands belonging to cuppiramaNiyan ceeruvaikaaranh, cangkili koonh, makkanha koonh, muttuccaami piLLai, raamacaami ayyar, piccakkoonh and others and their payment. This information is available in the 2nd palm-leaf in the images 1, 2, 3 and 4; 3rd palm-leaf in the images 5 and 6; 1st palm-leaf in the images 7 and 8; 4th palm-leaf in the images 9 and 10. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); varying sizes: height 3cm, width 43cm to height 3 cm, width 59cm; sideline perforation. 4 handwritten palm-leaf document (5 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): 1876                                                          View images from this file (10)                                    ","EAP458/3/2/2","10 digital images in TIFF format","Manuscript","File","Tamil","Tamil","1876","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_2_2/1.jp2/full/!600,300/0/default.jpg"
"27","Land lease","        This palm-leaf document is a land lease. It states how five men (karantanh, kaTTaiyanh, coonhai, naaccaanh and karuppanh) of uTantaikuLam village and one man (niilameekam piLLai son of leccumaNa naaraayaNa piLLai) of pattakuRicci village leased their land to cuppiramaNiyanh ceeruvaikaaranh of uTantaikuLam village. This information is available in the 1st palm-leaf in the images 1 and 2; 4th palm-leaf in the images 3 and 4. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); varying sizes: height 3cm, width 41cm to height 3 cm, width 51cm; sideline perforation. 2 handwritten palm-leaf document (2 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): vikkirama/cittirai/25; vikkirama/aippaci/23                                                          View images from this file (4)                                    ","EAP458/3/2/3","04 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_2_3/1.jp2/full/!600,300/0/default.jpg"
"28","Land sale","        This palm-leaf document is a land sale deed between raamacaami ayyar (son of kuppucaami ayyar) of pazangkaa nattam village and attukkuTumpanh (son of karuppa kuTumpanh) of atalai village. This information is available in the 1st palm-leaf in the images 1 and 2. Includes 2 images of the bundle of records Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 52cm; sideline perforation. 1 handwritten palm-leaf document (1 palm-leaf) Creation dates of original material (Gregorian and/or Tamil calendar): 1855; raaccata/aavaNi/01                                                          View images from this file (4)                                    ","EAP458/3/2/4","04 digital images in TIFF format","Court & Legal records","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_2_4/1.jp2/full/!600,300/0/default.jpg"
"29","Rice and miscellaneous accounts","        This palm-leaf documents describes the quantity of rice given to pamuttiruLaaNTi ceeruvai, naaraayaNanh ceeruvai and others and names of metal utensils and their costs. This information is available in the 2nd palm-leaf in the images 1, 2, 3 and 4 Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 55cm; sideline perforation. 2 handwritten palm-leaf document (2 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): kara/pangkunhi/14                                                          View images from this file (4)                                    ","EAP458/3/2/5","04 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_2_5/1.jp2/full/!600,300/0/default.jpg"
"30","Land details and payments","        This palm-leaf document gives the land details of cuppiramaNiyan ceeruvaikaaranh and payment details for this land. This information is available in the 1st palm-leaf in the images 1 and 2. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 2cm, width 30cm; sideline perforation. 1 handwritten palm-leaf document (1 palm-leaf). Creation dates of original material (Gregorian and/or Tamil calendar): no date.                                                          View images from this file (2)                                    ","EAP458/3/3/1","02 TIFF images","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_3_1/1.jp2/full/!600,300/0/default.jpg"
"31","Land lease [1838-]","        This palm-leaf document is a land lease made by kiristtaaNi of pattakkuTi village to makkaNa koonh (son of maaTTukkaara periya karuppa koonh) and cuppiramaNiyanh ceeruvaikaaranh of atalai village. This information is available in the 2nd palm-leaf in the images 1 and 2 as well as on the 3rd palm-leaf in the images 3 and 4. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); varying sizes: height 3cm, width 33cm to height 3 cm, width 48cm; sideline perforation. 2 handwritten palm-leaf document (2 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): 09/06/1838; ceya/kaarttikai/01                                                           View images from this file (4)                                    ","EAP458/3/3/2","04 digital images in TIFF format","Manuscript","File","Tamil","Tamil","after 1838","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_3_2/1.jp2/full/!600,300/0/default.jpg"
"32","Land sale","        This palm-leaf document is a land sale deed between 8 men (coonhai caampaanh, aTaikkanh caampaanh, karuttanh caamapaanh, kurunaatanh ceeruvaikaaranh, muttuviiranh ceeruvaikkaaranh, kumaaru ceeruvaikkaaranh and cuppiramaNiyanh and viiraNanh ceeruvaikaaranh) of atalai village. This information is available in the 1st palm-leaf in the images 1 and 2 as well as on the 2nd palm-leaf in the images 3 and 4. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); varying sizes: height 3cm, width 39cm to height 4 cm, width 54cm; sideline perforation. 2 handwritten palm-leaf documents (2 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): pilava/pangkunhi/25; iicura/pangkunhi/03                                                          View images from this file (4)                                    ","EAP458/3/3/3","04 digital images in TIFF format","Court & Legal records","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_3_3/1.jp2/full/!600,300/0/default.jpg"
"33","Cash receipt","        This palm-leaf document is a receipt for cash issued by kiristtaanhi to cuppiramaNiyanh ceeruvaikaaranh of atalai village. This information is available in the 4th palm-leaf in the images 1 and 2. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 42cm; sideline perforation. 1 handwritten palm-leaf document (1 palm-leaf). Creation dates of original material (Gregorian and/or Tamil calendar): pilavangka/vaikaaci/30.                                                          View images from this file (2)                                    ","EAP458/3/3/4","02 TIFF images","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_3_4/1.jp2/full/!600,300/0/default.jpg"
"34","Water tank renovation accounts","        This palm-leaf document gives the account details for the renovation work of putukkuLam tank  This information is available in the 3rd palm-leaf in the images 1 and 2. Includes two images of the bundle of records for this series Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 43cm; sideline perforation. 1 handwritten palm-leaf document (1 palm-leaf) Creation dates of original material (Gregorian and/or Tamil calendar): raccata/aaTi/, pingkala/maarkazi/04, kiilaka/kaarttikai/12                                                          View images from this file (4)                                    ","EAP458/3/3/5","04 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_3_5/1.jp2/full/!600,300/0/default.jpg"
"35","Adoption of child","        This palm-leaf document is an agreement between kurazaka kuTumpanh of atalai village and cinhnhaviira kuTumpanh of maanakari village for the adoption of a child. This information is available in the 1st palm-leaf in the images 1, 2, 3 and 4. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 52cm; sideline perforation. 2 handwritten palm-leaf document (2 palm-leaves) Creation dates of original material (Gregorian and/or Tamil calendar): caataaraNa/puraTTaaci/03; pilava/piraTTaaci/03                                                          View images from this file (4)                                    ","EAP458/3/4/1","04 digital images in TIFF format","Manuscript","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_4_1/1.jp2/full/!600,300/0/default.jpg"
"36","Land sale","        This palm-leaf document is a land sale deed between panhaiyanh, son of piccanh ampalakaaranh and coonhai teevanh, son of muttiruLaaNTi teevanh of atalai village. This information is available in the 1st palm-leaf in the images 1 and 2. Physical characteristics/Extent and format of original material: Palmyra leaf (borassus flabellifer); height 3cm, width 48cm; sideline perforation. 1 handwritten palm-leaf document (1 palm-leaf). Creation dates of original material (Gregorian and/or Tamil calendar): kiilaka/kaarttikai/22.                                                          View images from this file (2)                                    ","EAP458/3/4/2","02 TIFF images","Court & Legal records","File","Tamil","Tamil","19th century-20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP458/EAP458_3_4_2/1.jp2/full/!600,300/0/default.jpg"
