"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"13","Sarakārako Jhuṭhā Āropako Khaṇḍana [1953]","

        Extent of original: Brochure printed on both sides. Medium of original: Printed on paper of 14 cm × 26 cm. Description: The circulation was made by two of the priests of Sankata temple of Kathmandu – Dayabir Singh Kansakar and Prem Bahadur Kansakar on 26 March 1953. In this circulation the news broadcasted by Radio Nepal has been criticized. The description of the pamphlet states that the dispute was on the rotation of the priests of Sankata temple among Dayabir Singh, Prem Bahadur and Juddha Bir. However, the circulation is unable to state the contents of the news broadcasted. Creator: DayāvīrasiṃṅHa KaṃṅSakāra and Prema Bahādura KaṃṅSakāra.

                  
            
              
              View images from this file (2)
            
          
              ","EAP272/1/1/13","2 Tiff images","Pamphlet","File","Nepali","Devanagari","1953","Access is for research purposes only."
"14","Cunāva Cahāneharu! Dhyāna dinuhosa!! [1953]","

        Extent of original: Broadside printed on single side. Medium of original: Printed on paper of 12.5 cm × 24 cm. Description: The circulation was made by the Rastrya Praja Party. The pamphlet was circulated to aware people about the deeds of the different political parties and delay in the election due to their activities. The date of publication of the pamphlet has not been printed. However, the content details clearly states that the pamphlet was in circulation in 1954-55. Creator: DayāvīrasiṃṅHa KaṃṅSakāra and Prema Bahādura KaṃṅSakāra.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/14","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1953","Access is for research purposes only."
"15","Badhāī-Patra [1956]","

        Extent of original: Brochure printed on both sides. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This pamphlet was published by the Saṃṅyukta Prajātantra Pārṭī on 2 May 1956. The party has congratulated Mahendra as the King of Nepal. Creator: Saṃṅyukta Prajātantra Pārṭī.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/15","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1956","Access is for research purposes only."
"16","Reporṭa [30 Apr 1951]","

        Extent of original: Single side printed broadside. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This pamphlet was published by Nepāla Prajā Parishad on 30 April 1951. The circulation was about the summary of the report presented by KhaṅGamāna Siṃṅha about the dispute of labors in Biratnagar followed by gun fire and killing of the labors. Creator: Nepāla Prajā Parishad.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/16","1 Tiff image","Report","File","Nepali","Devanagari","30 Apr 1951","Access is for research purposes only."
"17","Śrī 5 Mahārāja Dhirājako Mahatva Pūrṇa Nayā̃ Kadama: Prajātantramā SaṃṅKuchhita Vātāvaraṇako Tagāro Haṭāī Vakseko Utsāhapūrṇa Ghoshaṇā [1957]","

        Extent of original: Single side printed broadside. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This pamphlet contain the political new political situation developed by the dissolution of the government head by Tanka Prasad Acharya and his party “Praja Parishad” in 1957. The circulation was published to welcome the steps of the king to dissolve the government of Mr. Acharya and call to make new government in the leadership of Dr. K. I. Singh. Creator: Nepāla Prajā Parishad.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/17","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1957","Access is for research purposes only."
"18","Nepāla Sarakārako Jhūṭhā Pracāra: Ke Sarakāra Ne.Ka. Pārṭīko Lalakāra Svikāra Garna Tayāra Cha [1950s]","

        Extent of original: Brochure printed on both sides. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This circulation contains the voice of communist party of Nepal against the ban of the government on Communist party. The communist party has mainly criticized the activity of the government head by Mr. Matrika Prasad Koirala and his political party Nepali congress. The communist party has blamed King Tribhuvan, home minister Surya Prasad Upadhya and Mr. Koirala doing crime against them and challenged the government to face the legal battle against them. The date of publication has not been provided in the pamphlet. However the political activities mentioned in the pamphlet suggest the date to be 1951 to 1955. Creator: Nepal Communist Party.

                  
            
              
              View images from this file (2)
            
          
              ","EAP272/1/1/18","2 Tiff images","Pamphlet","File","Nepali","Devanagari","1950s","Access is for research purposes only."
"19","Āgāmī Jeshṭha 28 Gate Tīnadhārā Pākaśālāmā Nepāla Kamyunisṭa Pārṭīko Viśāla Āmasabhā [1950s]","

        Extent of original: Single side printed brochure. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This pamphlet is an appeal to the people of Nepal to participate in the mass gathering being conducted by the communist party of Nepal in Kathmandu. However the date has not been provided in the pamphlet and the political activities suggest that the event took place in 1951-55. Creator: Nepal Communist Party.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/19","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1950s","Access is for research purposes only."
"20","Nepāla Kamyunishṭa Pārṭīko Netā Kā. Manamohana adhikārīko bhāshaṇa [1950s]","

        Extent of original: Brochure containing two pages. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This pamphlet contains the speech of the communist leader Mr. Manamohan Adhikari criticizing Nepali Congress and Jawaharlal Neheru. This circulation also contains the appeal to attend the function where Mr. Adhikari will explain strategies formulated from the first general assembly of Nepal Communit party in 4th March 1947. The date of publication has not been provided in the circulation but the political events suggest the date to be around 1950. Creator: Nepal Communist Party.

                  
            
              
              View images from this file (2)
            
          
              ","EAP272/1/1/20","2 Tiff images","Pamphlet","File","Nepali","Devanagari","1950s","Access is for research purposes only."
"21","Sūcanā [2 May 1951]","

        Extent of original: Single side printed broadside. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This pamphlet is the notice to the public about the demand of the “All Nepal Farmer’s Association” to the government. The decision for the demand was made by the executive committee on 2 May 1951. Creator: Akhila Nepāla Kisāna SaṃṅGha, Pracāra Vibhāga.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/21","1 Tiff image","Pamphlet","File","Nepali","Devanagari","02 May 1951","Access is for research purposes only."
"22","Mātṛkā Maṇḍalī Myādī Sarakārako Kisāna Māthi Hamlā [1951]","

        Extent of original: Single side printed broadside. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This circulation was made by the All Nepal Farmer’s association of Kathmandu. The pamphlet contains the failure of the Matrika Prasad Koirala government to maintain peaceful condition in the villages of Kathmandu and forced collection of taxes from the farmers. This pamphlet was published around 1951 while Matrika Prasad Koirala was the prime minister of Nepal. Creator: Akhila Nepāla Kisāna SaṃṅGha, Kāṭhamāḍauṃṅ Khālḍo.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/22","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1951","Access is for research purposes only."
"23","Cāla Vājī [1951]","

        Extent of original: Single side printed broadside. Medium of original: Printed on paper of 16 cm × 24 cm. Description: The pamphlet was released by the farmer’s association of Luvu village. The pamphlet was against the propaganda made by some of the people of Thimi area and their violent activities against the people of Luvu. This pamphlet was published around 1951 while Matrika Prasad Koirala was the prime minister of Nepal. Creator: A. Ne. Kisāna saṃṅgha.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/23","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1951","Access is for research purposes only."
"24","Virtā Vāremā Sucanā [1951]","

        Extent of original: Single side printed broadside. Medium of original: Printed on paper of 16 cm × 24 cm. Description: This pamphlet consists of the notice of the government to the citizens. The notice consists of the request to submit the account of “Birta” hold by the people. The government also states that disobeying the rule would be considered as a legal offence. Creator: Virtāvāra Saṃṅgha.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/24","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1951","Access is for research purposes only."
"25","Prajātaṃṅtra Ke Īna Hatyāre Bhūkhe Bāghoṃṅ Se Sāvadhāna! [1950s]","

        Extent of original: Pamphlet containing four pages. Medium of original: Printed on paper of 16 cm × 24 cm. Description: The pamphlet containing four pages contain the conspiracy done by Rana and the Rana elite’s political party called Gorkha Parishad. The pamphlet contains information about the conspiracy of the Mohan Samsher and Babar Samsher to Kill King Mahendra before 1950. This is one of the few pamphlets published in Hindi language from Rautahat. Finally it contains the appeal for the people of Rauthahat to throw out Rana and Rana political party from their region. Creator:Nepālī Kā̃gresa Gaura, Rautahaṭa.

                  
            
              
              View images from this file (3)
            
          
              ","EAP272/1/1/25","3 Tiff images","Pamphlet","File","Nepali","Devanagari","1950s","Access is for research purposes only."
"26","Saprema Jaya Nepāla [1959]","

        Extent of original: Pamphlet containing four pages. Medium of original: Onto digital TIF format. Description: This pamphlet was circulated for the election campaign of Nepali congress party in the first general election of Nepal. The first general election of Nepal was held in 1959 and Nepali congress had got the majority of the seats. Creator: Nepālī Kā̃gresa.

                  
            
              
              View images from this file (4)
            
          
              ","EAP272/1/1/26","4 Tiff images","Pamphlet","File","Nepali","Devanagari","1959","Access is for research purposes only."
"27","Suryaprasādako Paricaya [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was circulated for the election campaigning of Surya Prasad Upadhya from Nepali congress party. The broadside contains the poem on the personality of Surya Prasad Upadhya. Creator: Bāsu Deva Kāphle, Dumjā.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/27","1 Tiff image","Newsletter","File","Nepali","Devanagari, Latin","1959","Access for research purposes only."
"28","Janatā Se Apīla [1950s]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was circulated by Nepal Terai Congress party. This circulation explains that this particular party has been published as a communalist party which is not true and this party welcomes people from all the communities. The circulation also explains the need to form the party. The description suggests that the party was formed between 1951 to 1958. This is one of the few circulations made in Hindi language. Creator: Tepāla Tarāī Kā̃gresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/28","1 Tiff image","Newsletter","File","Nepali","Devanagari","1950s","Access for research purposes only."
"29","Gorkhāparishada Dekhi Sāvadhāna [1950s]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was published by Krishna Bahadur Thakuri. The broadside was published to make people aware of the activities of the political party of Rana elites called Gorkha Parishad. Thakuri who was previously the activist of the Gorkha Parishad claims that after knowing their dirty political game left the party. The political description suggests that the circulation was printed between 1951 to 1958. Mr. Thakuri was also the previous editor of the periodical “Hamro Nepal” and the circulation was printed in Kalpana Press. Creator: Kṛshṇabahādura Ṭhakurī.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/29","1 Tiff image","Newsletter","File","Nepali","Devanagari","1950s","Access for research purposes only."
"30","Cunāvako Pahilo Dina-Phāguna 7 Gate 2015 Kā Dina Bharatapurako Cauramā Nepālī Kāṃṅgresako Āmasabhā Hū̃daicha [1950s]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside is the appeal of Nepali congress of Chitwan to the people to come in the mass meeting called by the party. This publication was published in 1959 and contains the appeal to vote Nepali congress party in the coming election. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/30","1 Tiff image","Newsletter","File","Nepali","Devanagari","1950s","Access for research purposes only."
"31","Rūkhako Tasvīra Bhayeko Bākasamā Nepālī Kāṃṅgresalāī Bhoṭa Diyera Pheri Eka Paṭaka Deśa Sevā Garne Maukā Dinos [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside contains the appeal of Nepali Congress party to vote for Jagata Prakāśa Jaṃṅga Śāha. The circulation was printed before the election of 1959. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/31","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"32","Apīla [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside contains the appeal of Nepal Congress party to vote for Asha Kaji Vaidya in the constituency no. 8 (of Kathmandu?). This circulation was printed before the election of 1959. Creator: Āśākājī Vaidya.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/32","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"33","Jhuṭhṭhā Kūrā Napatyāunūhos Kalpavṛkshako Phoṭo Nabirsanos [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was circulated by Nepali congress party. The broadside has request people not to believe on the statements being given by the Gorkha Parishad and support Nepali congress in the election. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/33","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"34","Nepālī Kāṃṅgresa [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside contain the request to Vote Nepali Congress Party. The broadside was circulated by the activists of Nepali congress of East No. 2, a political division popular before Nepal being divided in districts and zones. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/34","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"35","Āśākājī Vaidya [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside contains the appeal of Nepal Congress party to vote for Asha Kaji Vaidya in the constituency no. 8 of Kathmandu? This circulation was printed before the election of 1959. Creator: Āśākājī Vaidya.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/35","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"36","Nepālī Kāṃṅgresa [1959]","

        Extent of Original: Pamphlet containing two pages. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This pamphlet was circulated by the activists of Nepali Congress party from East No. 2 region of Nepal. The pamphlet explains the frequently asked questions about Nepali Congress and appeal for the people to elect them in the election of 1959. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (2)
            
          
              ","EAP272/1/1/36","2 Tiff images","Pamphlet","File","Nepali","Devanagari","1959","Access for research purposes only."
"37","Nepāla Rāshṭrabādī Gorakhā Parishada Savāla [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was published by Nepali Rastrabadi Gorakha Parishad. The pamphlet explains the features of the party and frequently asked questions. Creator: Nepāla Rāshṭrabādī Gorakhā Parishada.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/37","1 Tiff image","Pamphlet","File","Nepali","Devanagari","1959","Access for research purposes only."
"38","Nepālī Kāṃṅgresa [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was published by Nepali Congress of Tanahu district. The broadside was published to appeal people to vote for Nepali congress party in the election of 1959. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/38","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"39","Rūkha Cinha Bhayeko Bākasamā Bhoṭa Hālnuhos Badrīrāma Bhaṇḍārīlāī Tapāīko Sevā Garne Maukā Dinuhos [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was published by Nepali Congress of Nuwakot district. This circulation has request to vote for Badriram Bhandari, the candidate of Nepali congress form the constituency number 108 in the election of 1959. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/39","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"40","Nepālī Kāṃṅgresako Rūkhako Cinha Bhaeko Bākasamā Mīnabahādura Guruṅalāī Bhoṭa Khasālnu Hos [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was published by Nepali Congress of Western region of Nepal. This circulation has request to vote for Meen Bahadur Gurung, the candidate of Nepali congress form the constituency number 108 in the election of 1959. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/40","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"41","Kalpabṛksha (Rukha) Ko Tasavīra Bhaeko Bākasamā Bhoṭa Khasālnu Hos [1959]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: Appeal to Vote for Nepali congress in the election of 1959. The broadside also contains answers to some frequently asked questions about Nepali congress. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/41","1 Tiff image","Newsletter","File","Nepali","Devanagari","1959","Access for research purposes only."
"42","Nepālī Rāshṭriya Kāṃṅgresako Prajātantrīkaraṇakā Lāgi Nayā̃ Kadama [1948]","

        Extent of Original: Pamphlet containing two pages. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This pamphlet contains the information about removing Dr. Dilli Raman Regmi from the party Chairman of Nepali Congress. This circulation has published the name of the party members going against Dr. Regmi and criticized his monopoly in the party. The event had taken place at 1948 in the History of Nepal. Creator: Nepālī Rāshṭriya Kāṃṅgresa.

                  
            
              
              View images from this file (2)
            
          
              ","EAP272/1/1/42","2 Tiff images","Pamphlet","File","Nepali","Devanagari","1948","Access for research purposes only."
"43","Hāmro Sabhāpati Śrī Raṇadhīra Suvvā [1940s]","

        Extent of Original: Pamphlet containing two pages. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This pamphlet was circulated by Nepal Rastrvadi Gorkha Parishad. The circulation consists of the information about the new party Chairman Mr. Ranadhir Subba. The circulation throws light on the aims and objectives of their party and personality of chairman. This circulation was published during 1940s. Creator: Bharata Śaṃṅśera.

                  
            
              
              View images from this file (2)
            
          
              ","EAP272/1/1/43","2 tiff images","Pamphlet","File","Nepali","Devanagari","1940s","Access for research purposes only."
"44","Ātaṅka Bājīdekhi Sāvadhāna [16 Sep 1952]","

        Extent of Original: Single Side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broad side was circulated by Nepal Rastravadi Gorkha Parishad. In this circulation, the party has criticized the blame of other political parties about causing the violence in the city. The party has clarified that the people causing violence are not the member of their political party. This publication was released on 16 September 1952. Creator: Nepāla Rāshṭravādī Gorkhā Parishada.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/44","1 Tiff image","Newsletter","File","Nepali","Devanagari","16 Sep 1952","Access for research purposes only."
"45","Jahā̃ Dharma Tyāhā̃ Jaya [1950s]","

        Extent of Original: Pamphlet containing two pages. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This pamphlet was circulated by Nepal Rastravadi Gorkha Parishad. In this circulation the party has discussed that they follow the traditional Hinduism and are the care taker of the religion. It has also requested to follow the party in order to keep peace and harmony in the country. Creator: Nepāla Rāshṭravādī Gorkhā Parishada.

                  
            
              
              View images from this file (2)
            
          
              ","EAP272/1/1/45","2 Tiff images","Pamphlet","File","Nepali","Devanagari","1950s","Access for research purposes only."
"46","Nepālī Kāṃṅgresale Ke Ke Garyo Kastolāī Rojne Ho? [1950s]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was published for election campaigning of Nepali Congress. In this broadside, the activities of Nepali Congress Party have been analyzed. In the same circulation, the summary of the election manifesto is also provided. Creator: Nepālī Kāṃṅgresa.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/46","1 Tiff image","Newsletter","File","Nepali","Devanagari","1950s","Access for research purposes only."
"47","Ava Hāmī Jāgṛta Chhauṃṅ [1951]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was published in circulated by an unnamed activist of Nepali Congress Party. The activist has criticized the activities of Nepali congress party against Matrika Prasad Koirala who remained the Prime Minister of Nepal 1951. Creator: Eka Kāṃṅgresī.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/47","1 Tiff image","Newsletter","File","Nepali","Devanagari","1951","Access for research purposes only."
"48","Gorkhā Parishada Ra Kisāna [1951]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was printed and circulated by Nepal Rastravadi Gorkha Parishad. In this circulation, this political party has discussed how the farmers will be benefited if they support their party. Creator: Nepālī Rāshṭrabādī Gorkhā Parishada.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/48","1 Tiff image","Newsletter","File","Nepali","Devanagari","1951","Access for research purposes only."
"49","Kāṃṅgresa Sarakāralāī Cetāvanī Nepālī Janatālāī Apīla [04 Jun 1952]","

        Extent of Original: Single side printed broadside. Medium of Original: Printed on paper of 16 cm x 24 cm. Description: This broadside was circulated by Nepal Praja Parishad on 4 June 1952. This circulation has criticized the activities of the government of Nepali Congress about the low paid employees. Creator: Nepālī Rāshṭrabādī Gorkhā Parishada.

                  
            
              
              View images from this file (1)
            
          
              ","EAP272/1/1/49","1 Tiff image","Newsletter","File","Nepali","Devanagari","04 Jun 1952","Access for research purposes only."
