"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"11","Lâzóng [25 June 1948]","

        Lâzóng, book on the Lepcha alphabet: lâzóng. 206×107 mm; 94 pages; handmade, oblong bookform, one quire, stitched with blue cord; handmade paper; black ink; scribe N.S. Kárthák (which is possibly the same as Núrshíng Kárthák, i.e. Núrshíng Lepcha, as some mss above), p. 1 signed N.S. Kárthák 25/6/1948; condition good, some pages torn and damaged, some ink stains.

                  
            
              
              View images from this file (52)
            
          
              ","EAP281/1/11","52 TIFF images","Book","File","Lepcha","Lepcha","25 Jun 1948","Access is for research purposes only."
"12","Astrology [15 June 1963]","

        Astrology: hlámo gyá sá tsu and parkhó sá tsu. 225×102 mm; 47 pages; handmade, oblong bookform, stitched, brown paper cover; machinemade paper; black and red ink, notes in black ink and pencil; scribe Núrshing Lepcha, p. 41 ms signed Núrshíng Lepcha; condition reasonable, ink and water stains throughout ms; decorations in black ink and red pencil throughout ms, p. 17 note Copied on the 15th June 1933 R. Foning, p. 27 note 15-6-33, pp. 1-2 notes in Nepali, p. 47 notes in Tibetan.

                  
            
              
              View images from this file (28)
            
          
              ","EAP281/1/12","28 TIFF images","Manuscript","File","Lepcha","Lepcha","15 Jun 1963","Access is for research purposes only."
"13","Legend of the goddess Nángse rummít nángse sá námthár [1919]","

        The legend of the goddess Nángse rummít nángse sá námthár. 283×100 mm; 230 pages plus one loose page attached; ms handmade, oblong bookform, three quires and cover, of beige cloth stitched; machinemade paper; black, blue, purple and red ink; scribe Núrshíng Lepcha, p. 225 ms signed Núrshíng Lepcha, in Lepcha núrshíng róngkup go nám khá sám sa fali nóng re ká pi tho ma yang [Núrshíng Lepcha, I completed this writing at the age of 64], p. 225 dated in Lepcha 1919, p. 225 in Lepcha róng nám luk nám ʔyít lavo tshu kati kakyók tháp zo pá sung tshóng pi tho ma o [I finished writing on Friday, the seventeenth of the tenth month of the Lepcha year of the sheep]; condition good to reasonable, mould, ink, water, dirt stains, some loose pages, possibly a few pages missing; notes mentioning the copying of this ms by Rápdenshíng Foning, p. 10 R.F., p. 18 2/10/33, p. 77 RDS Foning, p. 103 25/10/33, p. 226 in Lepcha botím sa róng cho pang go nun pá shúng lóm 21/5/33 tsóng chobo lyáng nun bu yu ma, hik nám blúng lavo [I completed the copying of my eldest paternal uncle’s Lepcha books, originally from Chobo, in the sixth month of the year of the Chicken, on 21/5/1933], p. 230 text in Nepali, signed by A. Singh Lepcha [Bhidus].

                  
            
              
              View images from this file (126)
            
          
              ","EAP281/1/13","126 TIFF images","Manuscript","File","Lepcha","Lepcha","1919","Access is for research purposes only."
"14","Astrology","

        Astrology: khyenrúng díng ngá sá tsu kyón sá cho. 227×111 mm; 38 pages; ms handmade, oblong bookform, one quire and brown paper cover, stitched, small pouch of red cloth (filled with dried peas) attached to stitching as paperweight for ms; handmade paper; black ink; scribe and date unknown; condition reasonable, water, dirt and ink stains, some insect attacks; reverse cover notes in Lepcha, rápdyenshíng fayíng rumsangmú dorjiláng [Rapdenshíng Foning, Darjeeling], throughout ms pages stamped with ink stamp COPIED.

                  
            
              
              View images from this file (25)
            
          
              ","EAP281/1/14","25 TIFF images","Manuscript","File","Lepcha","Lepcha","1894-1963","Access is for research purposes only."
"15","""Religious text, possibly 'The learned master Bírútsáná'""","

        Religious text, possibly The learned master Bírútsáná: lopân bírútsáná sá sung. 190×117 mm; 75 pages, but some pages torn; handmade, oblong bookform, no cover, one quire, stitched; handmade paper; black and purple ink; scribe and date unknown; condition poor, ms incomplete, majority of pages damaged, some pages torn, ink, water and dirt stains, traces of mould; p. 39, 41 and 43 small illustrations in ink.

                  
            
              
              View images from this file (46)
            
          
              ","EAP281/1/15","46 TIFF images","Manuscript","File","Lepcha","Lepcha","1894-1963","Access is for research purposes only."
"16","Astrology","

        Astrology: kyâr ngâk shang sá tsu. 183×124 mm; 24 pages; ms handmade, oblong bookform, one quire, stitched, cover, opening and closing pages missing; handmade paper; black ink; scribe and date unknown; condition reasonable to poor, ms incomplete, pages damaged at edges and near binding, insect attacks, water, ink and dirt stains.

                  
            
              
              View images from this file (14)
            
          
              ","EAP281/1/16","14 TIFF images","Manuscript","File","Lepcha","Lepcha","1894-1963","Access is for research purposes only."
"17","Astrology","

        Astrology: sherbá ngâkshang sá tsu, lóm zá ngâk shang sá cho. 208×54 mm; 27 pages; ms handmade, oblong bookform, one quire, stitched, cover pasted on rest of ms, cover consists of sheet of machinemade paper with printed text in Hindia and English, Civil Process No. 24C [Old No …] Notice to Show cause why warrant of arrest should not issue; handmade paper; scribe and date unknown; condition reasonable, ink and water stains, some insect attacks; throughout ms pages are stamped with ink stamp COPIED.

                  
            
              
              View images from this file (19)
            
          
              ","EAP281/1/17","19 TIFF images","Manuscript","File","Lepcha","Lepcha","1894-1963","Access is for research purposes only."
"18","The legendary origin of tobacco [1 November 1911]","

        The legendary origin of Tobacco: tangku námthár and The story of the learned master Birútsáná: lopân bírútsáná sá sung. 340×115 mm; 132 pages; ms handmade, oblong bookform, one quire and cover, stitched; handmade paper; black and red ink; scribe Tshángdo Tsheríng Lepcha, p. 65 ms signed Tshángdo Tsheríng Lepcha in Lepcha rumtashe thíng sa zónnyínkup tshángdo tshuríng suhu nám gonun pe shu lyel mu o [I, Tshángdo Tshuríng, human son of Lord Tashe completed this writing in the year of the monkey], p. 92 signed and dated in Nepali and English Chhandoo Lepcha Parbang Basty Kalimpong 1-11-24, p. 121 signed in Lepcha róngkup tshángdo tsharíng go nun pe shu [written by me, Tshángdo Tshering Lepcha], p. 122 signed in Lepcha cho áre múttuncí róngkup sahu nám tshángdo tsharíng go lyembyí kup pur vang kyangpóng bám bá kalók nám lavo rányóm tsha kati phongo tháp sudyer suknyi sudyer chotshât ká líkka bú go do sa katánun cho áre tsúmlyel tho ma o [I, Tshángdo Tsheríng, of the Lepcha year of the monkey, son of Lyembyí, in Purváng in Kalimpong, completed this book by myself on the fifteenth of the eleventh month of the year of the rat, calling out to the day and the time of the thunder]; condition good, some insect attacks, mould and water stains; some text fragments underlined.

                  
            
              
              View images from this file (65)
            
          
              ","EAP281/1/18","72 TIFF images","Book","File","Lepcha","Lepcha","01 Nov 1911","Access is for research purposes only."
"19","Wedding astrology: bri sá tsu","

        Wedding astrology: bri sá tsu. 324×140 mm; 76 pages; ms handmade, oblong bookform, cover missing, two quires, stitched; black ink, corrections in blue and red ink; scribe and date unknown; condition reasonable, possibly incomplete, water and ink stains, some insect attacks.

                  
            
              
              View images from this file (49)
            
          
              ","EAP281/1/19","42 TIFF images","Manuscript","File","Lepcha","Lepcha","1894-1963","Access is for research purposes only."
"20","The legend of the Goddess Queen: rum pundi sá námthár [1894-1895]","

        The legend of the Goddess Queen: rum pundi sá námthár.338×143 mm; 170 pages; ms handmade, oblong bookform, four quires and brown paper cover, stitched, whole ms wrapped in loose dark green cotton scarf; handmade paper; black ink; scribe Nákphye Lepcha, p. 94 ms signed Nákphye Lepcha in Lepcha zónnyínkup nákphye go nun [I, the human creature Nákphye], p. 160 ms dated 1894-1895 in Lepcha; condition reasonable, dirt and water stains and insect attacks, traces of mould; p. 49 notes in blue ink in Lepcha signed Rápdenshíng Foning, pp. 165-168 different handwriting.

                  
            
              
              View images from this file (92)
            
          
              ","EAP281/1/20","92 TIFF images","Manuscript","File","Lepcha","Lepcha","1894-1895","Access is for research purposes only."
"21","The legend of Trimík kunden [1 April 1934]","

        The legend of Trimík kunden: trimík kundyen. 360-363×172 mm; 126 pages; ms handmade, oblong bookform, one quire and hard cover, stitched, cover of paper and brown cloth, cover flap wraps around ms and can be tightened with string; handmade paper; black ink, notes in blue ink; scribe Mungtem Lepcha, p. 126 ms signed Mungtem Lepcha in Lepcha róngkup mungtem go nun, p. 126 ms dated 1/4/1934 in Lepcha suknyi zányimá gum, lavo thón gum, nám kajú gum , tsha kati tarak tháp gum, tárík 1-4-1934, sál gum [the day is Sunday, the month is the third, the year is the dog, the date is the 16th, the European date is 1/4/1934]; condition reasonable to poor, many insect attacks, water, dirt and ink stains; front cover and p. 1 notes mention title, p. 3 decorated text opening.

                  
            
              
              View images from this file (130)
            
          
              ","EAP281/1/21","130 TIFF images","Manuscript","File","Lepcha","Lepcha","01 Apr 1934","Access is for research purposes only."
"22","""Various religious texts, possibly The story of Lord tashe: tashe sung and The story of Priestress Nyolik Nyosong: nyolik nyosung mun sá sung [1894]""","

        Various religious texts, possibly The story of Lord tashe: tashe sung and The story of Priestress Nyolik Nyosong: nyolik nyosung mun sá sung. 342×215 mm; 192 pages; ms not bound, consists of loose sheets in machinemade folder; machinemade paper; black, purple and blue ink, notes in red ink; scribe Khámbú Lepcha, p. 1 notes Kalimpong [Bong] Basti Khamboo Lapcha […] 1894, p. 192 notes Khambu Singh Lepcha; condition reasonable to poor, dirt stains and insect attacks, some pages torn, ms possibly incomplete and pages not in original order.

                  
            
              
              View images from this file (202)
            
          
              ","EAP281/1/22","202 TIFF images","Manuscript","File","Lepcha","Lepcha","1894","Access is for research purposes only."
"23","""The story of lord Tashe: tashe sung, Celebratory song: ?ápryá vâm,; Worship of Ekádoshí: ?ekádoshi sá munlóm; the story of the king of death: rúkáng pano sá sung [22 October 1934]""","

        The story of lord Tashe: tashe sung, Celebratory song: ?ápryá vâm, Worship of Ekádoshí: ?ekádoshi sá munlóm, The story of the king of death: rúkáng pano sá sung. 210×140 mm; 227 pages; ms handmade, oblong bookform, stapled, taped, and stitched, cover of cowskin; handmade paper; black ink, notes in red and blue ink and pencil; scribe Rápdenshíng Foning, p. 153 and p. 225 ms signed Rápdenshíng Foning, p. 13 dated 22-10-1934, p. 225 dated 1935; some marginal notes and notes inside front and reverse cover by Arthur Foning, note inside front cover gives titles, note inside reverse cover 8/6/78, ʔákáp shuk sanyi or ʔákom, added page numbers in red not always correct, annotations and english translations form part of text.

                  
            
              
              View images from this file (236)
            
          
              ","EAP281/1/23","236 TIFF images","Manuscript","File","Lepcha","Lepcha","22 Oct 1934","Access is for research purposes only."
"24","""Astrology: párkhó sá tsu, lavo munzun sa chotsu, lótnót ká lómbá ngu sóng sa plíng ríl sá tsu""","

        Astrology: párkhó sá tsu, lavo munzun sa chotsu, lótnót ká lómbá ngu sóng sa plíng ríl sá tsu. 280×84 mm; 63 pages; ms handmade, oblong bookform, one quire with paper cover, stitched; handmade paper; black red and purple ink, blue pencil; scribe and date unknown; condition reasonable, water stains, some pages torn towards end of text, note in Nepali p. 1 mamā lepjhā.

                  
            
              
              View images from this file (41)
            
          
              ","EAP281/2/1","41 TIFF images","Manuscript","File","Lepcha","Lepcha","20th century","Access is for research purposes only."
"25","""The story of Lord Tashe, tashe sung""","

        The story of Lord Tashe: tashe sung. 190×95 mm; 33 pages; ms handmade, oblong bookform, one quire, stitched; machinemade paper; black ink; scribe and date unknown; condition reasonable, rust, ink and dirt stains, some pages slightly torn; p. 32 notes in Lepcha khúng lávo tsha kati fango tháp [the first month, the fifteenth day], front cover notes in Lepcha cho ʔáre ʔánum kántshá cumbú ná gusum rók ʔó linun ʔó.tri. íngrem bó ma ʔó, feb 1991 Rebong Busty [This book from my youngest uncle was given to me, young O.T., to read, February 1991, Rebong Village].

                  
            
              
              View images from this file (22)
            
          
              ","EAP281/2/2","22 TIFF images","Book","File","Lepcha","Lepcha","20th century","Access is for research purposes only."
"26","Worship of Ekádoshi: ?ekádoshi sá munlóm","

        Worship of Ekádoshi: ?ekádoshi sá munlóm. 245×125 mm; 100 pages; ms handmade, oblong bookform, loose paper cover, several quires, stitched; combination of handmade and machinemade paper; black, purple and blue ink, notes in red ink; scribe and date unknown; condition poor, many pages damaged, some pages torn, some insect attacks, water stains, dirt and ink stains; notes p1. in Lepcha and Nepali, cho ʔáre ʔekdoshi sa cho gum, doshi munlóm sa cho gum, ʔáre ‘Sonam Lepcha NamRing Bosty’, Sonam Lepcha ko kitap [This is the book of ʔékádoshi, the prayerbook doshi, this is Sonam Lepcha from Namríng village, Sonam Lepcha’s book].

                  
            
              
              View images from this file (105)
            
          
              ","EAP281/2/3","105 TIFF images","Book","File","Lepcha","Lepcha","20th century","Access is for research purposes only."
"27","Worship of Ekádoshi: ?ekádoshi sá munlóm [19th or 20th century]","

        Worship of Ekádoshi: ?ekádoshi sá munlóm. 270×80 mm: 90 pages; ms handmade, concertina-style, folded and stitched; handmade paper; scribe and date unknown; condition very poor, paper damaged and brittle through insect attacks, text difficult to read.

                  
            
              
              View images from this file (50)
            
          
              ","EAP281/3/1","50 TIFF images","Manuscript","File","Lepcha","Lepcha","19th or 20th century","Access is for research purposes only."
"28","""Religious text, possibly The story of Lord Tashe: tashe thíng sá sung""","

        Religious text, possibly The story of Lord Tashe: tashe thíng sá sung. 310×108 mm; 68 pages; ms handmade, concertina style, folded and stitched; handmade paper; black ink; scribe and date unknown; condition reasonable, covering pages damaged and illegible because of dark colouration, water, ink and dirt stains.

                  
            
              
              View images from this file (41)
            
          
              ","EAP281/4/1","41 TIFF images","Manuscript","File","Lepcha","Lepcha","20th century","Access is for research purposes only."
"29","Religious text","

        Religious text. 361×133 mm; 44 pages; ms handmade, bookform, one quire and paper cover, stitched; machinemade paper; black and blue ink; scribe and date unknown; condition reasonable, covering pages damaged and torn at edges, water, ink and dirt stains, text opening difficult to read, part of pages missing and water and ink stains.

                  
            
              
              View images from this file (27)
            
          
              ","EAP281/4/2","27 TIFF images","Manuscript","File","Lepcha","Lepcha","20th century","Access is for research purposes only."
"30","Astrology: ?álók thámdun nung tsu","

        Astrology: ?álók thámdun nung tsu. 205×80 mm; 44 pages; ms handmade, concertina style, folded and stitched; handmade paper; black ink; scribe and date unknown; condition reasonable, ink, water and dirt stains, traces of mould, some pages slightly torn and damaged.

                  
            
              
              View images from this file (27)
            
          
              ","EAP281/4/3","27 TIFF images","Manuscript","File","Lepcha","Lepcha","20th century","Access is for research purposes only."
"31","The story of the resurrection of Sakon: sakon delúk sá sung","

        The story of the resurrection of Sakon: sakon delúk sá sung. 215×125 mm; 50 pages; ms handmade, bookform, black cloth cover, stitched; handmade paper; black ink; scribe and date unknown; condition reasonable to poor, many dirt, ink and water stains, some pages torn, traces of mould.

                  
            
              
              View images from this file (28)
            
          
              ","EAP281/5/1","28 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"32","Religious text","

        Religious text. 185×76 mm; 28 pages; ms handmade, bookform, one quire, stitched; handmade paper; scribe and date unknown; condition poor, discolouration, dirt, ink and water stains, traces of mould, text difficult to read; p. 27 illustration of chörten and flowers.

                  
            
              
              View images from this file (16)
            
          
              ","EAP281/5/2","16 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"33","Prayers to the chörten: chotyen munlóm [30 April 1962]","

        Prayers to the chörten: chotyen munlóm. 177-8×127 mm; 44 pages; ms handmade, bookform, one quire and cover, stitched; handmade paper; black ink; scribe P.T. Lepcha, p. 2 and inside reverse cover ms signed P. T. Lepcha and dated 30/4/62; condition reasonable, slight damage to paper, dirt and water stains, traces of mould; inside front cover, p. 1 and closing lines inside reverse cover notes in Nepali.

                  
            
              
              View images from this file (28)
            
          
              ","EAP281/5/3","28 TIFF images","Manuscript","File","Lepcha","Lepcha","30 Apr 1962","Access is for research purposes only."
"34","Religious text","

        Religious text. 194×90 mm; 58 pages; ms handmade, bookform, one quire, cover missing; handmade paper; black ink; scribe and date unknown; condition poor, ms incomplete, water and ink stains, pages missing, first and last pages damaged and illegible.

                  
            
              
              View images from this file (37)
            
          
              ","EAP281/5/4","37 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"35","Religious text","

        Religious text. 180×125 mm; 30 pages; ms handmade, bookform, one quire, cover missing; handmade paper; black ink; scribe and date unknown; condition poor, ms incomplete, water and ink stains, pages missing, last page torn, some pages illegible because of fading.

                  
            
              
              View images from this file (18)
            
          
              ","EAP281/5/5","18 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"36","""The story of Lord Tashe, tashe sung""","

        The story of Lord Tashe: tashe sung. 205×115 mm; 42 pages; ms handmade, bookform, one quire and paper cover, stitched; handmade paper; black and blue ink; scribe and date unknown; condition reasonable to poor, possibly incomplete, some loose pages, ms partly illegible because of fading and water stains; pp. 17-18 illustrations of chörtens.

                  
            
              
              View images from this file (24)
            
          
              ","EAP281/5/6","24 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"37","Astrology: chotshât ngâk shang sá tsu","

        Astrology: chotshât ngâk shang sá tsu. 255×125 mm; 30 pages; ms handmade, bookform, one quire, stitched, front paper cover present, back cover missing; blue ink; scribe and date unknown; condition poor, partly illegible because of fading, some pages torn, ms incomplete; p. 13 illustration of chörten and plants.

                  
            
              
              View images from this file (20)
            
          
              ","EAP281/5/7","20 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"38","""Various religious texts; nityu juk sá cho, mu wúng nun sá tyú júk thó ká thing wung cho, sá tyú júk thó ká thi wúng cho""","

        Various religious texts, contains: nityu juk sá cho, mu wúng nun sá tyú júk thó ká thing wung cho, sá tyú júk thó ká thi wúng cho. 343×110 mm; 68 pages; ms handmade, bookform, one quire, stitched, loose paper cover; machinemade paper; black, red and blue ink; scribe Thilok Lepcha, p. 67 ms signed in Lepcha and Nepali thilúk róngkup THILOK thiluk lapche, p. 68 ms dated in Nepali 30-4-85 pudho lapche; condition reasonable, water stains; p. 2 notes in Nepali.

                  
            
              
              View images from this file (41)
            
          
              ","EAP281/5/8","41 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"39","Ancestral worship: thíkúng nyikúng ?ítsá rumfát","

        Ancestral worship: thíkúng nyikúng ?ítsá rumfát. 184×106 mm; 36 pages; ms handmade, bookform, one quire, stitched; machine made paper; black ink; scribe and date unknown; condition poor, ms eaten away by rodents, all pages damaged, making text partly illegible.

                  
            
              
              View images from this file (22)
            
          
              ","EAP281/5/9","22 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
"40","""Religious text, possibly The story of Lord Tashe: tashe sung""","

        Religious text, possibly The story of Lord Tashe: tashe sung. 285×95 mm; 79 pages; ms handmade, pages not folded but separate, loosely stitched; machinemade paper; scribe and date unknown; condition reasonable, incomplete, last pages damaged, some traces of mould, some water, ink and dirt stains.

                  
            
              
              View images from this file (44)
            
          
              ","EAP281/5/10","44 TIFF images","Manuscript","File","Lepcha","Lepcha","19th century-20th century","Access is for research purposes only."
